ENSECAG00000000002	ENST00000359429
ENSECAG00000015553	ENST00000539253
ENSECAG00000015554	ENST00000299340
ENSECAG00000015555	ENST00000252674
ENSECAG00000015556	ENST00000598293
ENSECAG00000015556	ENST00000598293
ENSECAG00000015557	ENST00000258042
ENSECAG00000015558	ENST00000610664
ENSECAG00000015559	ENST00000310421
ENSECAG00000015560	ENST00000604458
ENSECAG00000015561	ENST00000230124
ENSECAG00000015562	ENST00000377850
ENSECAG00000015563	ENST00000529230
ENSECAG00000015564	ENST00000397382
ENSECAG00000015565	ENST00000280362
ENSECAG00000015566	ENST00000397958
ENSECAG00000015567	ENST00000422223
ENSECAG00000015567	ENST00000422223
ENSECAG00000015569	ENST00000440378
ENSECAG00000015571	ENST00000425436
ENSECAG00000015572	ENST00000168216
ENSECAG00000015573	ENST00000625188
ENSECAG00000015574	ENST00000371187
ENSECAG00000015576	ENST00000566264
ENSECAG00000015577	ENST00000252453
ENSECAG00000015578	ENST00000223023
ENSECAG00000015579	ENST00000211314
ENSECAG00000015580	ENST00000216605
ENSECAG00000015581	ENST00000396705
ENSECAG00000015582	ENST00000623963
ENSECAG00000015583	ENST00000257264
ENSECAG00000015584	ENST00000232496
ENSECAG00000015585	ENST00000305632
ENSECAG00000015586	ENST00000398186
ENSECAG00000015587	ENST00000306917
ENSECAG00000015589	ENST00000370396
ENSECAG00000015591	ENST00000268793
ENSECAG00000015592	ENST00000378695
ENSECAG00000015593	ENST00000308874
ENSECAG00000015594	ENST00000376736
ENSECAG00000015595	ENST00000379378
ENSECAG00000015596	ENST00000397572
ENSECAG00000015597	ENST00000394997
ENSECAG00000015599	ENST00000623963
ENSECAG00000015600	ENST00000535512
ENSECAG00000015601	ENST00000367590
ENSECAG00000015602	ENST00000406310
ENSECAG00000015604	ENST00000263100
ENSECAG00000015605	ENST00000278483
ENSECAG00000015606	ENST00000311083
ENSECAG00000015607	ENST00000261172
ENSECAG00000015608	ENST00000280527
ENSECAG00000015609	ENST00000611977
ENSECAG00000015610	ENST00000184266
ENSECAG00000015611	ENST00000591713
ENSECAG00000015612	ENST00000333323
ENSECAG00000015613	ENST00000274938
ENSECAG00000015613	ENST00000274938
ENSECAG00000015613	ENST00000274938
ENSECAG00000015615	ENST00000604262
ENSECAG00000015616	ENST00000226730
ENSECAG00000015617	ENST00000548884
ENSECAG00000015618	ENST00000233468
ENSECAG00000015619	ENST00000573374
ENSECAG00000015620	ENST00000614887
ENSECAG00000015621	ENST00000378378
ENSECAG00000015622	ENST00000412678
ENSECAG00000015624	ENST00000340147
ENSECAG00000015626	ENST00000274353
ENSECAG00000015628	ENST00000550916
ENSECAG00000015630	ENST00000377566
ENSECAG00000015632	ENST00000623963
ENSECAG00000015633	ENST00000495027
ENSECAG00000022031	ENST00000282020
ENSECAG00000022031	ENST00000611049
ENSECAG00000022031	ENST00000282020
ENSECAG00000019061	ENST00000622135
ENSECAG00000019061	ENST00000622135
ENSECAG00000019061	ENST00000622135
ENSECAG00000002235	ENST00000401642
ENSECAG00000002235	ENST00000401642
ENSECAG00000002235	ENST00000401642
ENSECAG00000026925	ENST00000566482
ENSECAG00000015635	ENST00000377673
ENSECAG00000015637	ENST00000447165
ENSECAG00000015638	ENST00000361445
ENSECAG00000015638	ENST00000361445
ENSECAG00000015640	ENST00000399810
ENSECAG00000015641	ENST00000313655
ENSECAG00000015642	ENST00000289388
ENSECAG00000015643	ENST00000370630
ENSECAG00000015644	ENST00000395753
ENSECAG00000015648	ENST00000599900
ENSECAG00000015649	ENST00000372215
ENSECAG00000015650	ENST00000312403
ENSECAG00000015651	ENST00000359361
ENSECAG00000015652	ENST00000265662
ENSECAG00000015653	ENST00000258884
ENSECAG00000015655	ENST00000277225
ENSECAG00000015656	ENST00000291358
ENSECAG00000015657	ENST00000536926
ENSECAG00000015659	ENST00000284669
ENSECAG00000015661	ENST00000402388
ENSECAG00000015661	ENST00000370389
ENSECAG00000015662	ENST00000489081
ENSECAG00000015663	ENST00000411767
ENSECAG00000015664	ENST00000380986
ENSECAG00000015666	ENST00000544916
ENSECAG00000015669	ENST00000371655
ENSECAG00000015670	ENST00000446256
ENSECAG00000015671	ENST00000309950
ENSECAG00000015672	ENST00000542585
ENSECAG00000015673	ENST00000325599
ENSECAG00000015676	ENST00000258180
ENSECAG00000015678	ENST00000373132
ENSECAG00000015680	ENST00000254271
ENSECAG00000015682	ENST00000287675
ENSECAG00000015685	ENST00000598523
ENSECAG00000015687	ENST00000266659
ENSECAG00000015688	ENST00000508196
ENSECAG00000015689	ENST00000508481
ENSECAG00000015690	ENST00000316694
ENSECAG00000015691	ENST00000621687
ENSECAG00000015692	ENST00000630425
ENSECAG00000015693	ENST00000375094
ENSECAG00000015694	ENST00000359942
ENSECAG00000015694	ENST00000396478
ENSECAG00000015695	ENST00000281171
ENSECAG00000015696	ENST00000508675
ENSECAG00000015697	ENST00000335390
ENSECAG00000015698	ENST00000497933
ENSECAG00000015699	ENST00000612436
ENSECAG00000015700	ENST00000350028
ENSECAG00000015702	ENST00000378961
ENSECAG00000015702	ENST00000378961
ENSECAG00000015703	ENST00000497547
ENSECAG00000015704	ENST00000328248
ENSECAG00000015705	ENST00000311208
ENSECAG00000015706	ENST00000398030
ENSECAG00000015708	ENST00000270642
ENSECAG00000015708	ENST00000270642
ENSECAG00000015710	ENST00000312465
ENSECAG00000015711	ENST00000366667
ENSECAG00000015712	ENST00000379965
ENSECAG00000015713	ENST00000266086
ENSECAG00000015713	ENST00000266086
ENSECAG00000015713	ENST00000266086
ENSECAG00000015714	ENST00000368323
ENSECAG00000015715	ENST00000299164
ENSECAG00000015717	ENST00000373534
ENSECAG00000015719	ENST00000338825
ENSECAG00000015720	ENST00000349215
ENSECAG00000015721	ENST00000258403
ENSECAG00000015723	ENST00000319359
ENSECAG00000015725	ENST00000380649
ENSECAG00000015726	ENST00000467728
ENSECAG00000015727	ENST00000360648
ENSECAG00000015727	ENST00000262836
ENSECAG00000015727	ENST00000446737
ENSECAG00000015728	ENST00000401061
ENSECAG00000015729	ENST00000391997
ENSECAG00000015730	ENST00000253719
ENSECAG00000015731	ENST00000370791
ENSECAG00000015732	ENST00000263326
ENSECAG00000015733	ENST00000395198
ENSECAG00000015733	ENST00000373700
ENSECAG00000015734	ENST00000566732
ENSECAG00000015735	ENST00000368747
ENSECAG00000015736	ENST00000311623
ENSECAG00000015738	ENST00000331336
ENSECAG00000015739	ENST00000260810
ENSECAG00000015740	ENST00000263239
ENSECAG00000015741	ENST00000623963
ENSECAG00000015742	ENST00000337352
ENSECAG00000015742	ENST00000337352
ENSECAG00000015742	ENST00000337352
ENSECAG00000015743	ENST00000502717
ENSECAG00000015745	ENST00000224337
ENSECAG00000015745	ENST00000371176
ENSECAG00000015746	ENST00000357450
ENSECAG00000015746	ENST00000357450
ENSECAG00000015746	ENST00000357450
ENSECAG00000015748	ENST00000303329
ENSECAG00000015748	ENST00000303329
ENSECAG00000015750	ENST00000376309
ENSECAG00000015752	ENST00000264254
ENSECAG00000015753	ENST00000308611
ENSECAG00000015755	ENST00000220959
ENSECAG00000015757	ENST00000583011
ENSECAG00000015758	ENST00000302057
ENSECAG00000015759	ENST00000579991
ENSECAG00000015760	ENST00000007722
ENSECAG00000015760	ENST00000320031
ENSECAG00000015761	ENST00000301908
ENSECAG00000015762	ENST00000298532
ENSECAG00000015762	ENST00000298532
ENSECAG00000015764	ENST00000276211
ENSECAG00000015765	ENST00000514480
ENSECAG00000015766	ENST00000506244
ENSECAG00000015767	ENST00000373547
ENSECAG00000015768	ENST00000261900
ENSECAG00000015769	ENST00000393143
ENSECAG00000015770	ENST00000444807
ENSECAG00000015772	ENST00000333538
ENSECAG00000015773	ENST00000290649
ENSECAG00000015774	ENST00000278855
ENSECAG00000015775	ENST00000341130
ENSECAG00000015777	ENST00000248248
ENSECAG00000015778	ENST00000344111
ENSECAG00000015780	ENST00000614635
ENSECAG00000015782	ENST00000549224
ENSECAG00000015782	ENST00000376809
ENSECAG00000015783	ENST00000426398
ENSECAG00000015784	ENST00000621609
ENSECAG00000015785	ENST00000424268
ENSECAG00000015788	ENST00000609966
ENSECAG00000015789	ENST00000330501
ENSECAG00000015789	ENST00000330501
ENSECAG00000015790	ENST00000265140
ENSECAG00000015791	ENST00000615550
ENSECAG00000015792	ENST00000381938
ENSECAG00000015794	ENST00000376911
ENSECAG00000015795	ENST00000278193
ENSECAG00000015796	ENST00000261434
ENSECAG00000015797	ENST00000236137
ENSECAG00000015798	ENST00000278865
ENSECAG00000015799	ENST00000306279
ENSECAG00000015801	ENST00000299853
ENSECAG00000015801	ENST00000299853
ENSECAG00000015805	ENST00000259050
ENSECAG00000015806	ENST00000256442
ENSECAG00000015807	ENST00000233202
ENSECAG00000015808	ENST00000320267
ENSECAG00000015809	ENST00000474710
ENSECAG00000015810	ENST00000512783
ENSECAG00000015811	ENST00000430863
ENSECAG00000015812	ENST00000357071
ENSECAG00000015813	ENST00000286760
ENSECAG00000015814	ENST00000372441
ENSECAG00000015816	ENST00000228306
ENSECAG00000015817	ENST00000290949
ENSECAG00000015818	ENST00000219252
ENSECAG00000015819	ENST00000263863
ENSECAG00000015820	ENST00000305883
ENSECAG00000015820	ENST00000305883
ENSECAG00000015821	ENST00000291900
ENSECAG00000015822	ENST00000229022
ENSECAG00000015824	ENST00000375916
ENSECAG00000015825	ENST00000371688
ENSECAG00000015826	ENST00000369415
ENSECAG00000015828	ENST00000367261
ENSECAG00000015829	ENST00000428724
ENSECAG00000015830	ENST00000435359
ENSECAG00000015830	ENST00000435359
ENSECAG00000015831	ENST00000406620
ENSECAG00000015832	ENST00000391857
ENSECAG00000023109	ENST00000457717
ENSECAG00000023109	ENST00000457717
ENSECAG00000023109	ENST00000457717
ENSECAG00000015835	ENST00000307076
ENSECAG00000015836	ENST00000327772
ENSECAG00000015837	ENST00000367134
ENSECAG00000015838	ENST00000216218
ENSECAG00000015839	ENST00000374142
ENSECAG00000015840	ENST00000618387
ENSECAG00000015841	ENST00000623839
ENSECAG00000015842	ENST00000341048
ENSECAG00000015843	ENST00000587283
ENSECAG00000015844	ENST00000294753
ENSECAG00000015845	ENST00000442594
ENSECAG00000015846	ENST00000517399
ENSECAG00000015847	ENST00000390400
ENSECAG00000015848	ENST00000343410
ENSECAG00000015849	ENST00000295956
ENSECAG00000015850	ENST00000580018
ENSECAG00000015851	ENST00000269197
ENSECAG00000015852	ENST00000307599
ENSECAG00000015853	ENST00000256637
ENSECAG00000015854	ENST00000617811
ENSECAG00000015855	ENST00000292114
ENSECAG00000015856	ENST00000338647
ENSECAG00000015857	ENST00000394549
ENSECAG00000015858	ENST00000334527
ENSECAG00000015859	ENST00000374284
ENSECAG00000015860	ENST00000398215
ENSECAG00000015861	ENST00000620753
ENSECAG00000015863	ENST00000265379
ENSECAG00000015864	ENST00000243786
ENSECAG00000015865	ENST00000417584
ENSECAG00000015866	ENST00000378788
ENSECAG00000015867	ENST00000512733
ENSECAG00000015868	ENST00000375807
ENSECAG00000015869	ENST00000536133
ENSECAG00000015871	ENST00000327331
ENSECAG00000015872	ENST00000632998
ENSECAG00000015874	ENST00000546544
ENSECAG00000015875	ENST00000237014
ENSECAG00000015877	ENST00000375618
ENSECAG00000015878	ENST00000371959
ENSECAG00000015881	ENST00000343631
ENSECAG00000015882	ENST00000438614
ENSECAG00000015883	ENST00000375315
ENSECAG00000015883	ENST00000375315
ENSECAG00000015883	ENST00000375315
ENSECAG00000015884	ENST00000523095
ENSECAG00000015885	ENST00000253673
ENSECAG00000015886	ENST00000376309
ENSECAG00000015887	ENST00000340381
ENSECAG00000015887	ENST00000416541
ENSECAG00000015888	ENST00000371149
ENSECAG00000015888	ENST00000371149
ENSECAG00000015889	ENST00000564996
ENSECAG00000015891	ENST00000368219
ENSECAG00000015892	ENST00000288139
ENSECAG00000015892	ENST00000288139
ENSECAG00000015892	ENST00000288139
ENSECAG00000015892	ENST00000350061
ENSECAG00000015893	ENST00000320591
ENSECAG00000015894	ENST00000325203
ENSECAG00000015895	ENST00000367549
ENSECAG00000015895	ENST00000367549
ENSECAG00000015897	ENST00000622523
ENSECAG00000015898	ENST00000296658
ENSECAG00000015899	ENST00000035307
ENSECAG00000015900	ENST00000369314
ENSECAG00000015901	ENST00000381718
ENSECAG00000015902	ENST00000376716
ENSECAG00000015904	ENST00000226218
ENSECAG00000015905	ENST00000504169
ENSECAG00000015906	ENST00000586221
ENSECAG00000015909	ENST00000357155
ENSECAG00000015910	ENST00000459737
ENSECAG00000015910	ENST00000459737
ENSECAG00000015910	ENST00000395309
ENSECAG00000015911	ENST00000534877
ENSECAG00000015912	ENST00000543095
ENSECAG00000015913	ENST00000325318
ENSECAG00000015914	ENST00000455934
ENSECAG00000015915	ENST00000399410
ENSECAG00000015917	ENST00000380573
ENSECAG00000015918	ENST00000376325
ENSECAG00000015919	ENST00000376785
ENSECAG00000015920	ENST00000422959
ENSECAG00000015920	ENST00000307305
ENSECAG00000015921	ENST00000414222
ENSECAG00000015922	ENST00000305997
ENSECAG00000015923	ENST00000590918
ENSECAG00000015924	ENST00000264010
ENSECAG00000015925	ENST00000269349
ENSECAG00000015926	ENST00000493196
ENSECAG00000015927	ENST00000256925
ENSECAG00000015928	ENST00000425675
ENSECAG00000026928	ENST00000342331
ENSECAG00000021462	ENST00000397167
ENSECAG00000021462	ENST00000379711
ENSECAG00000021462	ENST00000397167
ENSECAG00000026843	ENST00000356189
ENSECAG00000015930	ENST00000389682
ENSECAG00000026881	ENST00000435035
ENSECAG00000015932	ENST00000374855
ENSECAG00000015934	ENST00000377182
ENSECAG00000015935	ENST00000615544
ENSECAG00000015936	ENST00000424747
ENSECAG00000015938	ENST00000532437
ENSECAG00000015939	ENST00000439435
ENSECAG00000015940	ENST00000392132
ENSECAG00000015941	ENST00000487015
ENSECAG00000015942	ENST00000449912
ENSECAG00000015942	ENST00000360774
ENSECAG00000015943	ENST00000544769
ENSECAG00000015944	ENST00000394900
ENSECAG00000015945	ENST00000355773
ENSECAG00000015946	ENST00000328046
ENSECAG00000015947	ENST00000618265
ENSECAG00000015948	ENST00000326303
ENSECAG00000015950	ENST00000432185
ENSECAG00000015951	ENST00000381885
ENSECAG00000015951	ENST00000334933
ENSECAG00000015952	ENST00000314915
ENSECAG00000015953	ENST00000358506
ENSECAG00000015955	ENST00000241651
ENSECAG00000015956	ENST00000405764
ENSECAG00000015957	ENST00000216468
ENSECAG00000015958	ENST00000268459
ENSECAG00000015959	ENST00000522677
ENSECAG00000015959	ENST00000522677
ENSECAG00000015960	ENST00000367245
ENSECAG00000015961	ENST00000433360
ENSECAG00000015962	ENST00000416153
ENSECAG00000015963	ENST00000429722
ENSECAG00000015964	ENST00000535679
ENSECAG00000015965	ENST00000379719
ENSECAG00000015966	ENST00000612421
ENSECAG00000015967	ENST00000263382
ENSECAG00000015969	ENST00000324907
ENSECAG00000015971	ENST00000559416
ENSECAG00000015972	ENST00000380548
ENSECAG00000015973	ENST00000381750
ENSECAG00000015974	ENST00000550581
ENSECAG00000015975	ENST00000350110
ENSECAG00000015977	ENST00000344096
ENSECAG00000015978	ENST00000299529
ENSECAG00000015979	ENST00000366757
ENSECAG00000015980	ENST00000614230
ENSECAG00000015981	ENST00000368594
ENSECAG00000015982	ENST00000526950
ENSECAG00000015983	ENST00000306200
ENSECAG00000015984	ENST00000392546
ENSECAG00000015986	ENST00000328965
ENSECAG00000015987	ENST00000396037
ENSECAG00000015988	ENST00000435070
ENSECAG00000015990	ENST00000295834
ENSECAG00000015991	ENST00000623963
ENSECAG00000015992	ENST00000627926
ENSECAG00000015993	ENST00000424491
ENSECAG00000015994	ENST00000348729
ENSECAG00000015997	ENST00000408911
ENSECAG00000015998	ENST00000311955
ENSECAG00000015999	ENST00000382952
ENSECAG00000016000	ENST00000309988
ENSECAG00000016002	ENST00000517956
ENSECAG00000016003	ENST00000614149
ENSECAG00000016004	ENST00000222982
ENSECAG00000016006	ENST00000164024
ENSECAG00000016010	ENST00000262077
ENSECAG00000016012	ENST00000370231
ENSECAG00000016013	ENST00000401088
ENSECAG00000016015	ENST00000420881
ENSECAG00000016016	ENST00000295448
ENSECAG00000016017	ENST00000342014
ENSECAG00000016017	ENST00000342014
ENSECAG00000016018	ENST00000368132
ENSECAG00000016019	ENST00000225276
ENSECAG00000016020	ENST00000403870
ENSECAG00000016021	ENST00000229135
ENSECAG00000016022	ENST00000311027
ENSECAG00000016022	ENST00000407859
ENSECAG00000016023	ENST00000282572
ENSECAG00000016024	ENST00000272324
ENSECAG00000016025	ENST00000450162
ENSECAG00000016026	ENST00000295727
ENSECAG00000016027	ENST00000370211
ENSECAG00000016028	ENST00000399396
ENSECAG00000016029	ENST00000331456
ENSECAG00000016030	ENST00000261778
ENSECAG00000016030	ENST00000261778
ENSECAG00000016031	ENST00000312916
ENSECAG00000016033	ENST00000216223
ENSECAG00000016034	ENST00000621345
ENSECAG00000016035	ENST00000389484
ENSECAG00000016036	ENST00000406884
ENSECAG00000016038	ENST00000425953
ENSECAG00000016039	ENST00000252595
ENSECAG00000016040	ENST00000634607
ENSECAG00000016040	ENST00000403050
ENSECAG00000016041	ENST00000534939
ENSECAG00000016042	ENST00000265651
ENSECAG00000016043	ENST00000215957
ENSECAG00000016044	ENST00000389677
ENSECAG00000016045	ENST00000568449
ENSECAG00000016046	ENST00000296435
ENSECAG00000018926	ENST00000283882
ENSECAG00000018926	ENST00000283882
ENSECAG00000018926	ENST00000283882
ENSECAG00000008109	ENST00000504592
ENSECAG00000008109	ENST00000428908
ENSECAG00000016048	ENST00000597689
ENSECAG00000016049	ENST00000287913
ENSECAG00000016050	ENST00000517309
ENSECAG00000016052	ENST00000244513
ENSECAG00000016053	ENST00000398846
ENSECAG00000016054	ENST00000511673
ENSECAG00000016055	ENST00000350612
ENSECAG00000016056	ENST00000389347
ENSECAG00000016057	ENST00000276616
ENSECAG00000026901	ENST00000507030
ENSECAG00000026962	ENST00000262999
ENSECAG00000010729	ENST00000334583
ENSECAG00000010729	ENST00000545661
ENSECAG00000010729	ENST00000334583
ENSECAG00000016060	ENST00000358869
ENSECAG00000016061	ENST00000583610
ENSECAG00000016062	ENST00000468660
ENSECAG00000016063	ENST00000378643
ENSECAG00000016064	ENST00000600252
ENSECAG00000016066	ENST00000378116
ENSECAG00000016067	ENST00000552761
ENSECAG00000016068	ENST00000395840
ENSECAG00000016069	ENST00000339105
ENSECAG00000016070	ENST00000225941
ENSECAG00000016071	ENST00000164133
ENSECAG00000016072	ENST00000345063
ENSECAG00000016074	ENST00000543818
ENSECAG00000016075	ENST00000447280
ENSECAG00000016076	ENST00000613904
ENSECAG00000016077	ENST00000344920
ENSECAG00000016078	ENST00000374466
ENSECAG00000016080	ENST00000635465
ENSECAG00000016081	ENST00000376854
ENSECAG00000016082	ENST00000373548
ENSECAG00000016083	ENST00000581208
ENSECAG00000016084	ENST00000620918
ENSECAG00000016085	ENST00000371001
ENSECAG00000016086	ENST00000361017
ENSECAG00000016087	ENST00000265968
ENSECAG00000016088	ENST00000588210
ENSECAG00000016089	ENST00000368467
ENSECAG00000016091	ENST00000625501
ENSECAG00000016094	ENST00000513312
ENSECAG00000016096	ENST00000533558
ENSECAG00000016097	ENST00000431926
ENSECAG00000016098	ENST00000458626
ENSECAG00000016099	ENST00000335016
ENSECAG00000016101	ENST00000367817
ENSECAG00000016102	ENST00000399982
ENSECAG00000016102	ENST00000399982
ENSECAG00000016103	ENST00000421755
ENSECAG00000016105	ENST00000466681
ENSECAG00000016106	ENST00000285518
ENSECAG00000016107	ENST00000361722
ENSECAG00000016107	ENST00000361722
ENSECAG00000016109	ENST00000512706
ENSECAG00000016110	ENST00000370114
ENSECAG00000016111	ENST00000265071
ENSECAG00000016113	ENST00000344386
ENSECAG00000016114	ENST00000393054
ENSECAG00000016114	ENST00000393054
ENSECAG00000016114	ENST00000393054
ENSECAG00000016114	ENST00000393054
ENSECAG00000016114	ENST00000393054
ENSECAG00000016115	ENST00000252575
ENSECAG00000016116	ENST00000312010
ENSECAG00000016117	ENST00000357700
ENSECAG00000016118	ENST00000412723
ENSECAG00000016120	ENST00000269214
ENSECAG00000016121	ENST00000504830
ENSECAG00000016122	ENST00000441493
ENSECAG00000016122	ENST00000441493
ENSECAG00000016123	ENST00000253812
ENSECAG00000016123	ENST00000518069
ENSECAG00000016123	ENST00000517434
ENSECAG00000016123	ENST00000518325
ENSECAG00000016123	ENST00000398604
ENSECAG00000016123	ENST00000573521
ENSECAG00000016123	ENST00000398587
ENSECAG00000016123	ENST00000308177
ENSECAG00000016123	ENST00000306593
ENSECAG00000016123	ENST00000252087
ENSECAG00000016124	ENST00000618596
ENSECAG00000016125	ENST00000258106
ENSECAG00000016126	ENST00000454158
ENSECAG00000016127	ENST00000300107
ENSECAG00000016128	ENST00000457341
ENSECAG00000016129	ENST00000506113
ENSECAG00000016130	ENST00000614034
ENSECAG00000016130	ENST00000614034
ENSECAG00000016131	ENST00000398540
ENSECAG00000016132	ENST00000334575
ENSECAG00000016133	ENST00000302017
ENSECAG00000016134	ENST00000330843
ENSECAG00000016135	ENST00000265299
ENSECAG00000016135	ENST00000265299
ENSECAG00000016136	ENST00000357103
ENSECAG00000016137	ENST00000506643
ENSECAG00000016138	ENST00000375153
ENSECAG00000016139	ENST00000383671
ENSECAG00000016140	ENST00000396225
ENSECAG00000016140	ENST00000396225
ENSECAG00000016141	ENST00000320081
ENSECAG00000016141	ENST00000320081
ENSECAG00000016142	ENST00000392102
ENSECAG00000016143	ENST00000353234
ENSECAG00000016144	ENST00000228827
ENSECAG00000016145	ENST00000623963
ENSECAG00000016147	ENST00000269243
ENSECAG00000016149	ENST00000437766
ENSECAG00000016150	ENST00000620676
ENSECAG00000016150	ENST00000613099
ENSECAG00000016151	ENST00000370263
ENSECAG00000016152	ENST00000382114
ENSECAG00000016153	ENST00000321256
ENSECAG00000016154	ENST00000533265
ENSECAG00000016155	ENST00000263181
ENSECAG00000016156	ENST00000374987
ENSECAG00000016157	ENST00000451237
ENSECAG00000016158	ENST00000321867
ENSECAG00000016158	ENST00000321867
ENSECAG00000016158	ENST00000321867
ENSECAG00000016160	ENST00000423344
ENSECAG00000016161	ENST00000338380
ENSECAG00000016162	ENST00000543648
ENSECAG00000016163	ENST00000375116
ENSECAG00000016164	ENST00000311915
ENSECAG00000016166	ENST00000357060
ENSECAG00000016166	ENST00000357060
ENSECAG00000016166	ENST00000357060
ENSECAG00000016167	ENST00000231021
ENSECAG00000016168	ENST00000488683
ENSECAG00000016169	ENST00000358511
ENSECAG00000016170	ENST00000409764
ENSECAG00000016171	ENST00000357716
ENSECAG00000016173	ENST00000301634
ENSECAG00000016176	ENST00000378062
ENSECAG00000016177	ENST00000264651
ENSECAG00000016178	ENST00000005284
ENSECAG00000016179	ENST00000419445
ENSECAG00000016180	ENST00000503673
ENSECAG00000016180	ENST00000503673
ENSECAG00000016181	ENST00000438232
ENSECAG00000016182	ENST00000330368
ENSECAG00000016183	ENST00000505803
ENSECAG00000016185	ENST00000611680
ENSECAG00000016187	ENST00000520667
ENSECAG00000016188	ENST00000450536
ENSECAG00000016189	ENST00000368002
ENSECAG00000016190	ENST00000380394
ENSECAG00000016191	ENST00000289359
ENSECAG00000016192	ENST00000270460
ENSECAG00000016192	ENST00000411543
ENSECAG00000016193	ENST00000340253
ENSECAG00000016195	ENST00000373218
ENSECAG00000016196	ENST00000356495
ENSECAG00000016196	ENST00000356495
ENSECAG00000016197	ENST00000552788
ENSECAG00000016198	ENST00000390446
ENSECAG00000016199	ENST00000358387
ENSECAG00000016200	ENST00000305943
ENSECAG00000016201	ENST00000165524
ENSECAG00000016202	ENST00000305476
ENSECAG00000016203	ENST00000458198
ENSECAG00000016204	ENST00000259392
ENSECAG00000016206	ENST00000440930
ENSECAG00000016206	ENST00000440930
ENSECAG00000016207	ENST00000374251
ENSECAG00000016208	ENST00000448314
ENSECAG00000016209	ENST00000453996
ENSECAG00000016209	ENST00000453996
ENSECAG00000016210	ENST00000597188
ENSECAG00000016210	ENST00000597188
ENSECAG00000016211	ENST00000396827
ENSECAG00000016212	ENST00000356260
ENSECAG00000016214	ENST00000314256
ENSECAG00000016215	ENST00000287196
ENSECAG00000016216	ENST00000610336
ENSECAG00000016217	ENST00000508628
ENSECAG00000016219	ENST00000619269
ENSECAG00000016220	ENST00000236342
ENSECAG00000016221	ENST00000334575
ENSECAG00000016222	ENST00000264037
ENSECAG00000016223	ENST00000397641
ENSECAG00000016224	ENST00000599436
ENSECAG00000016225	ENST00000296529
ENSECAG00000016226	ENST00000355594
ENSECAG00000016227	ENST00000225927
ENSECAG00000016228	ENST00000285379
ENSECAG00000016229	ENST00000265770
ENSECAG00000016230	ENST00000269466
ENSECAG00000016231	ENST00000369209
ENSECAG00000016232	ENST00000270800
ENSECAG00000016233	ENST00000361556
ENSECAG00000016234	ENST00000373425
ENSECAG00000016235	ENST00000543942
ENSECAG00000016236	ENST00000506953
ENSECAG00000016238	ENST00000629832
ENSECAG00000016238	ENST00000628256
ENSECAG00000016240	ENST00000307098
ENSECAG00000016241	ENST00000382496
ENSECAG00000016242	ENST00000619735
ENSECAG00000016243	ENST00000382548
ENSECAG00000016244	ENST00000300176
ENSECAG00000016244	ENST00000300176
ENSECAG00000016246	ENST00000357668
ENSECAG00000016246	ENST00000518721
ENSECAG00000016247	ENST00000328449
ENSECAG00000016248	ENST00000342232
ENSECAG00000016249	ENST00000340149
ENSECAG00000016250	ENST00000521288
ENSECAG00000016251	ENST00000518745
ENSECAG00000016252	ENST00000301463
ENSECAG00000016254	ENST00000270586
ENSECAG00000016256	ENST00000373467
ENSECAG00000016257	ENST00000398093
ENSECAG00000016258	ENST00000453258
ENSECAG00000016258	ENST00000453258
ENSECAG00000016259	ENST00000267838
ENSECAG00000016260	ENST00000368012
ENSECAG00000016261	ENST00000322954
ENSECAG00000016261	ENST00000379983
ENSECAG00000016262	ENST00000598409
ENSECAG00000016263	ENST00000368830
ENSECAG00000016264	ENST00000373644
ENSECAG00000016265	ENST00000176763
ENSECAG00000016266	ENST00000338316
ENSECAG00000016266	ENST00000338316
ENSECAG00000016269	ENST00000619481
ENSECAG00000016270	ENST00000629763
ENSECAG00000016271	ENST00000335756
ENSECAG00000016272	ENST00000268595
ENSECAG00000016273	ENST00000371579
ENSECAG00000016274	ENST00000240587
ENSECAG00000016275	ENST00000228887
ENSECAG00000016276	ENST00000347635
ENSECAG00000016277	ENST00000337851
ENSECAG00000016278	ENST00000394641
ENSECAG00000016279	ENST00000408957
ENSECAG00000016280	ENST00000585080
ENSECAG00000016281	ENST00000544216
ENSECAG00000016282	ENST00000454872
ENSECAG00000016283	ENST00000299927
ENSECAG00000016284	ENST00000260126
ENSECAG00000016285	ENST00000626640
ENSECAG00000016287	ENST00000319283
ENSECAG00000016288	ENST00000613968
ENSECAG00000016289	ENST00000259605
ENSECAG00000016290	ENST00000238651
ENSECAG00000016291	ENST00000265872
ENSECAG00000016292	ENST00000623963
ENSECAG00000016293	ENST00000339133
ENSECAG00000016294	ENST00000619481
ENSECAG00000016295	ENST00000263360
ENSECAG00000016296	ENST00000444836
ENSECAG00000016297	ENST00000359655
ENSECAG00000016298	ENST00000379965
ENSECAG00000016299	ENST00000449592
ENSECAG00000016300	ENST00000489960
ENSECAG00000016301	ENST00000394650
ENSECAG00000016302	ENST00000397732
ENSECAG00000016302	ENST00000397732
ENSECAG00000016303	ENST00000527795
ENSECAG00000016304	ENST00000299957
ENSECAG00000016305	ENST00000325680
ENSECAG00000016306	ENST00000538487
ENSECAG00000016307	ENST00000397016
ENSECAG00000016308	ENST00000536058
ENSECAG00000016309	ENST00000216602
ENSECAG00000016310	ENST00000424859
