ENSECAT00000000009	ENST00000359429
ENSECAT00000018329	ENST00000376251
ENSECAT00000017207	ENST00000297338
ENSECAT00000017226	ENST00000251413
ENSECAT00000017645	ENST00000410023
ENSECAT00000017198	ENST00000390345
ENSECAT00000018197	ENST00000233084
ENSECAT00000017235	ENST00000261592
ENSECAT00000017185	ENST00000284142
ENSECAT00000017732	ENST00000156471
ENSECAT00000017227	ENST00000343043
ENSECAT00000017318	ENST00000618554
ENSECAT00000017201	ENST00000263270
ENSECAT00000017922	ENST00000366963
ENSECAT00000017296	ENST00000601421
ENSECAT00000017339	ENST00000415168
ENSECAT00000017460	ENST00000389110
ENSECAT00000017304	ENST00000325656
ENSECAT00000017251	ENST00000291526
ENSECAT00000017210	ENST00000585846
ENSECAT00000017456	ENST00000311208
ENSECAT00000017621	ENST00000262215
ENSECAT00000017246	ENST00000380714
ENSECAT00000017237	ENST00000331264
ENSECAT00000017832	ENST00000444904
ENSECAT00000017899	ENST00000444904
ENSECAT00000017866	ENST00000378526
ENSECAT00000017630	ENST00000377636
ENSECAT00000018285	ENST00000612757
ENSECAT00000017380	ENST00000265339
ENSECAT00000017355	ENST00000405858
ENSECAT00000017458	ENST00000405858
ENSECAT00000017596	ENST00000342651
ENSECAT00000017202	ENST00000221515
ENSECAT00000017213	ENST00000286639
ENSECAT00000017374	ENST00000273390
ENSECAT00000018294	ENST00000221283
ENSECAT00000017457	ENST00000263321
ENSECAT00000017331	ENST00000370282
ENSECAT00000017324	ENST00000356716
ENSECAT00000017219	ENST00000376806
ENSECAT00000017819	ENST00000618565
ENSECAT00000017913	ENST00000546292
ENSECAT00000017469	ENST00000371069
ENSECAT00000017932	ENST00000634409
ENSECAT00000017942	ENST00000634409
ENSECAT00000017971	ENST00000634409
ENSECAT00000018000	ENST00000635181
ENSECAT00000017515	ENST00000317991
ENSECAT00000017810	ENST00000205061
ENSECAT00000017844	ENST00000422840
ENSECAT00000017386	ENST00000369709
ENSECAT00000017218	ENST00000595387
ENSECAT00000017260	ENST00000334529
ENSECAT00000017269	ENST00000381647
ENSECAT00000017347	ENST00000263212
ENSECAT00000018255	ENST00000588969
ENSECAT00000017750	ENST00000569669
ENSECAT00000017228	ENST00000592858
ENSECAT00000017262	ENST00000383487
ENSECAT00000017465	ENST00000400915
ENSECAT00000017495	ENST00000537245
ENSECAT00000017454	ENST00000262053
ENSECAT00000017278	ENST00000398646
ENSECAT00000017623	ENST00000308482
ENSECAT00000017654	ENST00000308482
ENSECAT00000017689	ENST00000308482
ENSECAT00000017300	ENST00000257017
ENSECAT00000017346	ENST00000618711
ENSECAT00000017303	ENST00000317306
ENSECAT00000017266	ENST00000367935
ENSECAT00000017245	ENST00000339560
ENSECAT00000017273	ENST00000196482
ENSECAT00000017248	ENST00000306928
ENSECAT00000017253	ENST00000276570
ENSECAT00000017372	ENST00000620009
ENSECAT00000017549	ENST00000285046
ENSECAT00000017566	ENST00000285046
ENSECAT00000017254	ENST00000330964
ENSECAT00000017453	ENST00000252951
ENSECAT00000017341	ENST00000366514
ENSECAT00000017364	ENST00000389583
ENSECAT00000019033	ENST00000314888
ENSECAT00000019115	ENST00000314888
ENSECAT00000019221	ENST00000314888
ENSECAT00000017277	ENST00000415724
ENSECAT00000017478	ENST00000262942
ENSECAT00000017286	ENST00000394715
ENSECAT00000019218	ENST00000361203
ENSECAT00000019286	ENST00000361203
ENSECAT00000019288	ENST00000312431
ENSECAT00000019313	ENST00000244364
ENSECAT00000017326	ENST00000599369
ENSECAT00000017348	ENST00000233623
ENSECAT00000017423	ENST00000410034
ENSECAT00000017439	ENST00000410034
ENSECAT00000017271	ENST00000557150
ENSECAT00000017522	ENST00000265983
ENSECAT00000017396	ENST00000220509
ENSECAT00000017421	ENST00000274341
ENSECAT00000017415	ENST00000283905
ENSECAT00000017319	ENST00000267068
ENSECAT00000017281	ENST00000503362
ENSECAT00000017292	ENST00000629319
ENSECAT00000017492	ENST00000258743
ENSECAT00000017418	ENST00000461854
ENSECAT00000017342	ENST00000447811
ENSECAT00000017786	ENST00000447017
ENSECAT00000017816	ENST00000447017
ENSECAT00000017823	ENST00000341937
ENSECAT00000017452	ENST00000222250
ENSECAT00000017554	ENST00000253413
ENSECAT00000017474	ENST00000394885
ENSECAT00000017442	ENST00000449470
ENSECAT00000017568	ENST00000393609
ENSECAT00000017581	ENST00000393605
ENSECAT00000017314	ENST00000398000
ENSECAT00000017670	ENST00000332830
ENSECAT00000017337	ENST00000382374
ENSECAT00000017388	ENST00000559596
ENSECAT00000017291	ENST00000398030
ENSECAT00000017399	ENST00000360652
ENSECAT00000017408	ENST00000604621
ENSECAT00000017302	ENST00000302422
ENSECAT00000017950	ENST00000276390
ENSECAT00000017459	ENST00000223208
ENSECAT00000017403	ENST00000534324
ENSECAT00000017446	ENST00000392822
ENSECAT00000017874	ENST00000245206
ENSECAT00000017533	ENST00000304381
ENSECAT00000017961	ENST00000613226
ENSECAT00000017407	ENST00000369909
ENSECAT00000017859	ENST00000292432
ENSECAT00000017865	ENST00000394236
ENSECAT00000017306	ENST00000366654
ENSECAT00000017329	ENST00000046087
ENSECAT00000017328	ENST00000424848
ENSECAT00000017547	ENST00000302926
ENSECAT00000017325	ENST00000298231
ENSECAT00000017642	ENST00000233121
ENSECAT00000017765	ENST00000233121
ENSECAT00000017864	ENST00000233121
ENSECAT00000018035	ENST00000233121
ENSECAT00000018131	ENST00000233121
ENSECAT00000018169	ENST00000233121
ENSECAT00000018337	ENST00000233121
ENSECAT00000018471	ENST00000233121
ENSECAT00000017775	ENST00000397196
ENSECAT00000017412	ENST00000554659
ENSECAT00000017682	ENST00000399100
ENSECAT00000017385	ENST00000310256
ENSECAT00000017317	ENST00000432768
ENSECAT00000017605	ENST00000244043
ENSECAT00000017636	ENST00000220478
ENSECAT00000017354	ENST00000281081
ENSECAT00000018024	ENST00000402191
ENSECAT00000018158	ENST00000403714
ENSECAT00000017334	ENST00000238256
ENSECAT00000017567	ENST00000316963
ENSECAT00000017485	ENST00000341319
ENSECAT00000017536	ENST00000360128
ENSECAT00000017770	ENST00000261783
ENSECAT00000017343	ENST00000317702
ENSECAT00000017598	ENST00000262345
ENSECAT00000017366	ENST00000513312
ENSECAT00000017345	ENST00000307768
ENSECAT00000017512	ENST00000383673
ENSECAT00000017499	ENST00000264193
ENSECAT00000017603	ENST00000374202
ENSECAT00000017362	ENST00000443597
ENSECAT00000018343	ENST00000615806
ENSECAT00000018468	ENST00000404826
ENSECAT00000018494	ENST00000404826
ENSECAT00000018535	ENST00000615806
ENSECAT00000018563	ENST00000615806
ENSECAT00000017503	ENST00000375011
ENSECAT00000017361	ENST00000380055
ENSECAT00000017863	ENST00000432933
ENSECAT00000017467	ENST00000367721
ENSECAT00000017627	ENST00000368575
ENSECAT00000017628	ENST00000331923
ENSECAT00000017577	ENST00000282058
ENSECAT00000017668	ENST00000398892
ENSECAT00000017436	ENST00000276654
ENSECAT00000017368	ENST00000445217
ENSECAT00000017360	ENST00000623963
ENSECAT00000017487	ENST00000398795
ENSECAT00000017376	ENST00000621784
ENSECAT00000017371	ENST00000381663
ENSECAT00000017367	ENST00000322329
ENSECAT00000017378	ENST00000254730
ENSECAT00000018137	ENST00000380036
ENSECAT00000017740	ENST00000534537
ENSECAT00000017737	ENST00000351328
ENSECAT00000017369	ENST00000510890
ENSECAT00000017498	ENST00000234071
ENSECAT00000017383	ENST00000254337
ENSECAT00000017387	ENST00000340457
ENSECAT00000017616	ENST00000378482
ENSECAT00000017651	ENST00000632590
ENSECAT00000017431	ENST00000330388
ENSECAT00000017563	ENST00000367879
ENSECAT00000017382	ENST00000355805
ENSECAT00000017444	ENST00000265643
ENSECAT00000017983	ENST00000335509
ENSECAT00000017526	ENST00000231683
ENSECAT00000018724	ENST00000378016
ENSECAT00000018914	ENST00000378016
ENSECAT00000018998	ENST00000378016
ENSECAT00000017391	ENST00000310544
ENSECAT00000017502	ENST00000580947
ENSECAT00000017896	ENST00000323688
ENSECAT00000017959	ENST00000622082
ENSECAT00000017475	ENST00000271732
ENSECAT00000017389	ENST00000419094
ENSECAT00000017414	ENST00000254325
ENSECAT00000017476	ENST00000397826
ENSECAT00000017393	ENST00000488423
ENSECAT00000017548	ENST00000614499
ENSECAT00000017557	ENST00000614499
ENSECAT00000017435	ENST00000382554
ENSECAT00000017520	ENST00000382554
ENSECAT00000017808	ENST00000425354
ENSECAT00000017401	ENST00000437298
ENSECAT00000017462	ENST00000229633
ENSECAT00000017437	ENST00000284274
ENSECAT00000018122	ENST00000367240
ENSECAT00000018187	ENST00000367240
ENSECAT00000017802	ENST00000266544
ENSECAT00000017405	ENST00000382082
ENSECAT00000017413	ENST00000382082
ENSECAT00000018394	ENST00000218348
ENSECAT00000017402	ENST00000361335
ENSECAT00000017419	ENST00000358102
ENSECAT00000017535	ENST00000374431
ENSECAT00000017706	ENST00000337995
ENSECAT00000017908	ENST00000392150
ENSECAT00000017443	ENST00000438167
ENSECAT00000017545	ENST00000367976
ENSECAT00000017425	ENST00000248071
ENSECAT00000017445	ENST00000278412
ENSECAT00000017734	ENST00000393925
ENSECAT00000017658	ENST00000368168
ENSECAT00000017772	ENST00000264187
ENSECAT00000017663	ENST00000292478
ENSECAT00000018632	ENST00000374788
ENSECAT00000017525	ENST00000265007
ENSECAT00000017600	ENST00000219204
ENSECAT00000018348	ENST00000340059
ENSECAT00000018376	ENST00000334686
ENSECAT00000017480	ENST00000216471
ENSECAT00000017804	ENST00000333891
ENSECAT00000017842	ENST00000333891
ENSECAT00000017569	ENST00000619189
ENSECAT00000017638	ENST00000420999
ENSECAT00000017599	ENST00000310418
ENSECAT00000017805	ENST00000336498
ENSECAT00000029120	ENST00000547098
ENSECAT00000017570	ENST00000290399
ENSECAT00000018224	ENST00000358359
ENSECAT00000018259	ENST00000414217
ENSECAT00000018276	ENST00000414217
ENSECAT00000017449	ENST00000368476
ENSECAT00000017679	ENST00000345358
ENSECAT00000017466	ENST00000293662
ENSECAT00000018091	ENST00000263713
ENSECAT00000018108	ENST00000443902
ENSECAT00000018387	ENST00000377833
ENSECAT00000018455	ENST00000377833
ENSECAT00000017914	ENST00000296513
ENSECAT00000018031	ENST00000263314
ENSECAT00000018396	ENST00000281513
ENSECAT00000017463	ENST00000252997
ENSECAT00000017517	ENST00000328739
ENSECAT00000017809	ENST00000296525
ENSECAT00000017677	ENST00000264079
ENSECAT00000017626	ENST00000327680
ENSECAT00000017906	ENST00000292211
ENSECAT00000017688	ENST00000231454
ENSECAT00000017632	ENST00000373736
ENSECAT00000017711	ENST00000369023
ENSECAT00000018048	ENST00000228425
ENSECAT00000017481	ENST00000392221
ENSECAT00000017653	ENST00000258962
ENSECAT00000017489	ENST00000634500
ENSECAT00000017482	ENST00000240731
ENSECAT00000017760	ENST00000217159
ENSECAT00000018219	ENST00000558285
ENSECAT00000017731	ENST00000360284
ENSECAT00000018345	ENST00000375608
ENSECAT00000018395	ENST00000535094
ENSECAT00000017508	ENST00000418511
ENSECAT00000017857	ENST00000287820
ENSECAT00000017491	ENST00000622654
ENSECAT00000017479	ENST00000247271
ENSECAT00000017789	ENST00000367067
ENSECAT00000017807	ENST00000367064
ENSECAT00000017488	ENST00000600013
ENSECAT00000017990	ENST00000517746
ENSECAT00000017490	ENST00000309988
ENSECAT00000017701	ENST00000336873
ENSECAT00000017494	ENST00000620047
ENSECAT00000017528	ENST00000175091
ENSECAT00000017829	ENST00000512982
ENSECAT00000017851	ENST00000512982
ENSECAT00000018472	ENST00000316364
ENSECAT00000017580	ENST00000301327
ENSECAT00000017506	ENST00000373388
ENSECAT00000017720	ENST00000339732
ENSECAT00000017698	ENST00000308025
ENSECAT00000017516	ENST00000326695
ENSECAT00000017828	ENST00000419482
ENSECAT00000017886	ENST00000355058
ENSECAT00000017826	ENST00000366929
ENSECAT00000017901	ENST00000366930
ENSECAT00000017510	ENST00000233712
ENSECAT00000017597	ENST00000370073
ENSECAT00000017523	ENST00000308153
ENSECAT00000017635	ENST00000470487
ENSECAT00000017530	ENST00000302236
ENSECAT00000018051	ENST00000263093
ENSECAT00000017572	ENST00000282356
ENSECAT00000017529	ENST00000405591
ENSECAT00000017521	ENST00000547550
ENSECAT00000017719	ENST00000312196
ENSECAT00000017794	ENST00000355653
ENSECAT00000018067	ENST00000595090
ENSECAT00000018302	ENST00000295888
ENSECAT00000018310	ENST00000295888
ENSECAT00000017518	ENST00000623963
ENSECAT00000017574	ENST00000587989
ENSECAT00000017951	ENST00000337130
ENSECAT00000017532	ENST00000618628
ENSECAT00000017614	ENST00000395603
ENSECAT00000017785	ENST00000521374
ENSECAT00000017595	ENST00000615976
ENSECAT00000017606	ENST00000474844
ENSECAT00000017576	ENST00000336164
ENSECAT00000017560	ENST00000255087
ENSECAT00000017561	ENST00000530878
ENSECAT00000017542	ENST00000246792
ENSECAT00000017546	ENST00000296533
ENSECAT00000017841	ENST00000255499
ENSECAT00000017538	ENST00000557150
ENSECAT00000018114	ENST00000422127
ENSECAT00000017703	ENST00000429979
ENSECAT00000017736	ENST00000429979
ENSECAT00000017755	ENST00000429979
ENSECAT00000017695	ENST00000281453
ENSECAT00000017917	ENST00000292644
ENSECAT00000017692	ENST00000361288
ENSECAT00000017911	ENST00000262394
ENSECAT00000017541	ENST00000414542
ENSECAT00000018244	ENST00000258886
ENSECAT00000017877	ENST00000317968
ENSECAT00000017717	ENST00000421807
ENSECAT00000017575	ENST00000294728
ENSECAT00000017594	ENST00000425847
ENSECAT00000018282	ENST00000324417
ENSECAT00000017631	ENST00000274054
ENSECAT00000017694	ENST00000359322
ENSECAT00000017825	ENST00000622511
ENSECAT00000018292	ENST00000539225
ENSECAT00000017564	ENST00000398030
ENSECAT00000017674	ENST00000338961
ENSECAT00000018349	ENST00000326735
ENSECAT00000017675	ENST00000270560
ENSECAT00000017591	ENST00000618091
ENSECAT00000017579	ENST00000527795
ENSECAT00000017799	ENST00000228567
ENSECAT00000018120	ENST00000545738
ENSECAT00000017712	ENST00000366855
ENSECAT00000017855	ENST00000265562
ENSECAT00000017831	ENST00000393658
ENSECAT00000017615	ENST00000613986
ENSECAT00000017586	ENST00000361575
ENSECAT00000017587	ENST00000520030
ENSECAT00000017854	ENST00000322165
ENSECAT00000017619	ENST00000383408
ENSECAT00000018565	ENST00000341514
ENSECAT00000018756	ENST00000341514
ENSECAT00000017771	ENST00000487848
ENSECAT00000017730	ENST00000578121
ENSECAT00000017754	ENST00000302424
ENSECAT00000017722	ENST00000344099
ENSECAT00000017618	ENST00000210444
ENSECAT00000017708	ENST00000425611
ENSECAT00000017788	ENST00000425611
ENSECAT00000017607	ENST00000390465
ENSECAT00000017878	ENST00000622580
ENSECAT00000017780	ENST00000296733
ENSECAT00000017641	ENST00000419761
ENSECAT00000017657	ENST00000225969
ENSECAT00000017714	ENST00000382932
ENSECAT00000018321	ENST00000613525
ENSECAT00000018418	ENST00000613525
ENSECAT00000017697	ENST00000373602
ENSECAT00000017752	ENST00000373602
ENSECAT00000017873	ENST00000602312
ENSECAT00000017923	ENST00000602312
ENSECAT00000017928	ENST00000602312
ENSECAT00000018066	ENST00000262455
ENSECAT00000018079	ENST00000262455
ENSECAT00000017678	ENST00000372980
ENSECAT00000017837	ENST00000254759
ENSECAT00000017622	ENST00000515603
ENSECAT00000018088	ENST00000558555
ENSECAT00000017762	ENST00000592784
ENSECAT00000017817	ENST00000592784
ENSECAT00000017617	ENST00000627260
ENSECAT00000017920	ENST00000370944
ENSECAT00000017644	ENST00000305344
ENSECAT00000017649	ENST00000623963
ENSECAT00000018011	ENST00000258729
ENSECAT00000017716	ENST00000395706
ENSECAT00000017672	ENST00000373156
ENSECAT00000018094	ENST00000426496
ENSECAT00000017824	ENST00000599577
ENSECAT00000017634	ENST00000390466
ENSECAT00000017647	ENST00000447726
ENSECAT00000017723	ENST00000230568
ENSECAT00000017683	ENST00000380833
ENSECAT00000018028	ENST00000372422
ENSECAT00000017871	ENST00000380956
ENSECAT00000017812	ENST00000367202
ENSECAT00000017890	ENST00000397223
ENSECAT00000017652	ENST00000243644
ENSECAT00000018400	ENST00000282570
ENSECAT00000017811	ENST00000325642
ENSECAT00000017727	ENST00000447353
ENSECAT00000017818	ENST00000554963
ENSECAT00000017667	ENST00000427814
ENSECAT00000017774	ENST00000541970
ENSECAT00000017673	ENST00000588787
ENSECAT00000018007	ENST00000083182
ENSECAT00000018899	ENST00000360409
ENSECAT00000018009	ENST00000373202
ENSECAT00000018235	ENST00000429586
ENSECAT00000017741	ENST00000290953
ENSECAT00000018216	ENST00000435224
ENSECAT00000017793	ENST00000613416
ENSECAT00000017749	ENST00000169551
ENSECAT00000017700	ENST00000330943
ENSECAT00000017690	ENST00000550887
ENSECAT00000017996	ENST00000336454
ENSECAT00000017671	ENST00000314412
ENSECAT00000018218	ENST00000263205
ENSECAT00000018251	ENST00000382974
ENSECAT00000017681	ENST00000371600
ENSECAT00000018021	ENST00000402198
ENSECAT00000017724	ENST00000409122
ENSECAT00000017718	ENST00000339452
ENSECAT00000017766	ENST00000339452
ENSECAT00000018393	ENST00000371224
ENSECAT00000018262	ENST00000394507
ENSECAT00000018528	ENST00000539743
ENSECAT00000017768	ENST00000308378
ENSECAT00000018304	ENST00000340800
ENSECAT00000017709	ENST00000561435
ENSECAT00000018159	ENST00000522656
ENSECAT00000018196	ENST00000398090
ENSECAT00000017778	ENST00000308022
ENSECAT00000017696	ENST00000454782
ENSECAT00000018112	ENST00000394894
ENSECAT00000017739	ENST00000338896
ENSECAT00000017872	ENST00000302692
ENSECAT00000018010	ENST00000265395
ENSECAT00000019020	ENST00000417564
ENSECAT00000019139	ENST00000417564
ENSECAT00000019195	ENST00000417564
ENSECAT00000019197	ENST00000417564
ENSECAT00000018039	ENST00000355097
ENSECAT00000017838	ENST00000285667
ENSECAT00000017743	ENST00000348721
ENSECAT00000017776	ENST00000623963
ENSECAT00000018059	ENST00000559561
ENSECAT00000017898	ENST00000620260
ENSECAT00000017862	ENST00000220659
ENSECAT00000018027	ENST00000632172
ENSECAT00000018072	ENST00000610719
ENSECAT00000018339	ENST00000589994
ENSECAT00000017892	ENST00000360202
ENSECAT00000017784	ENST00000308208
ENSECAT00000017834	ENST00000289788
ENSECAT00000017867	ENST00000289788
ENSECAT00000017763	ENST00000336164
ENSECAT00000018080	ENST00000291535
ENSECAT00000018205	ENST00000373257
ENSECAT00000018584	ENST00000327031
ENSECAT00000018385	ENST00000313486
ENSECAT00000018084	ENST00000262719
ENSECAT00000017746	ENST00000193322
ENSECAT00000018058	ENST00000378802
ENSECAT00000017757	ENST00000327214
ENSECAT00000017903	ENST00000360731
ENSECAT00000017957	ENST00000264316
ENSECAT00000018075	ENST00000413998
ENSECAT00000017751	ENST00000308105
ENSECAT00000017836	ENST00000377735
ENSECAT00000017953	ENST00000375079
ENSECAT00000017895	ENST00000270517
ENSECAT00000017937	ENST00000374859
ENSECAT00000017797	ENST00000306320
ENSECAT00000017745	ENST00000379551
ENSECAT00000029010	ENST00000332793
ENSECAT00000015433	ENST00000533483
ENSECAT00000015444	ENST00000332793
ENSECAT00000017792	ENST00000417826
ENSECAT00000017820	ENST00000211936
ENSECAT00000017846	ENST00000211936
ENSECAT00000017822	ENST00000296849
ENSECAT00000017759	ENST00000245903
ENSECAT00000019263	ENST00000453097
ENSECAT00000017806	ENST00000014930
ENSECAT00000018742	ENST00000323116
ENSECAT00000017779	ENST00000442687
ENSECAT00000017764	ENST00000622676
ENSECAT00000017948	ENST00000261731
ENSECAT00000018625	ENST00000628527
ENSECAT00000018002	ENST00000358204
ENSECAT00000017912	ENST00000457408
ENSECAT00000018291	ENST00000207549
ENSECAT00000017875	ENST00000619034
ENSECAT00000018020	ENST00000265085
ENSECAT00000018153	ENST00000347770
ENSECAT00000017897	ENST00000555567
ENSECAT00000018050	ENST00000340692
ENSECAT00000029075	ENST00000377658
ENSECAT00000029151	ENST00000379205
ENSECAT00000017840	ENST00000380877
ENSECAT00000019009	ENST00000260128
ENSECAT00000019160	ENST00000260128
ENSECAT00000017885	ENST00000623607
ENSECAT00000017798	ENST00000429591
ENSECAT00000018531	ENST00000257745
ENSECAT00000017994	ENST00000396558
ENSECAT00000018182	ENST00000441788
ENSECAT00000017944	ENST00000297015
ENSECAT00000017900	ENST00000323460
ENSECAT00000017787	ENST00000390316
ENSECAT00000018013	ENST00000399433
ENSECAT00000017790	ENST00000574081
ENSECAT00000017860	ENST00000613865
ENSECAT00000017945	ENST00000431380
ENSECAT00000017800	ENST00000392568
ENSECAT00000018125	ENST00000244513
ENSECAT00000018204	ENST00000244513
ENSECAT00000018268	ENST00000244513
ENSECAT00000018277	ENST00000244513
ENSECAT00000017888	ENST00000216799
ENSECAT00000017870	ENST00000398485
ENSECAT00000017814	ENST00000252329
ENSECAT00000017989	ENST00000345865
ENSECAT00000017880	ENST00000366813
ENSECAT00000017848	ENST00000575779
ENSECAT00000017930	ENST00000575779
ENSECAT00000018038	ENST00000575779
ENSECAT00000017856	ENST00000240662
ENSECAT00000018147	ENST00000373256
ENSECAT00000017858	ENST00000381210
ENSECAT00000017893	ENST00000226067
ENSECAT00000018176	ENST00000429436
ENSECAT00000018082	ENST00000302555
ENSECAT00000018162	ENST00000302555
ENSECAT00000018180	ENST00000252854
ENSECAT00000017821	ENST00000511048
ENSECAT00000017813	ENST00000405767
ENSECAT00000017936	ENST00000544844
ENSECAT00000018217	ENST00000242317
ENSECAT00000017847	ENST00000431282
ENSECAT00000017835	ENST00000311832
ENSECAT00000017849	ENST00000399635
ENSECAT00000017986	ENST00000354919
ENSECAT00000018315	ENST00000477737
ENSECAT00000017833	ENST00000369089
ENSECAT00000017850	ENST00000430262
ENSECAT00000018256	ENST00000616000
ENSECAT00000017827	ENST00000390314
ENSECAT00000018003	ENST00000372922
ENSECAT00000018008	ENST00000258052
ENSECAT00000017934	ENST00000331335
ENSECAT00000018781	ENST00000357654
ENSECAT00000018297	ENST00000630886
ENSECAT00000017881	ENST00000330688
ENSECAT00000018076	ENST00000538004
ENSECAT00000017839	ENST00000390314
ENSECAT00000018408	ENST00000379661
ENSECAT00000017843	ENST00000408957
ENSECAT00000018201	ENST00000576634
ENSECAT00000018270	ENST00000394440
ENSECAT00000018136	ENST00000371697
ENSECAT00000017977	ENST00000502994
ENSECAT00000017979	ENST00000296604
ENSECAT00000017887	ENST00000259205
ENSECAT00000018165	ENST00000282412
ENSECAT00000017894	ENST00000368223
ENSECAT00000017883	ENST00000327928
ENSECAT00000018015	ENST00000249806
ENSECAT00000017861	ENST00000437936
ENSECAT00000018054	ENST00000216338
ENSECAT00000018103	ENST00000263168
ENSECAT00000018943	ENST00000300648
ENSECAT00000018678	ENST00000450689
ENSECAT00000018286	ENST00000372285
ENSECAT00000017869	ENST00000633304
ENSECAT00000018737	ENST00000440254
ENSECAT00000018681	ENST00000612402
ENSECAT00000018194	ENST00000336314
ENSECAT00000017960	ENST00000423057
ENSECAT00000018134	ENST00000379300
ENSECAT00000018435	ENST00000300589
ENSECAT00000017999	ENST00000609024
ENSECAT00000017984	ENST00000233741
ENSECAT00000018023	ENST00000354724
ENSECAT00000017962	ENST00000314032
ENSECAT00000018144	ENST00000634767
ENSECAT00000018069	ENST00000592514
ENSECAT00000017902	ENST00000620621
ENSECAT00000021858	ENST00000300036
ENSECAT00000021909	ENST00000396324
ENSECAT00000022141	ENST00000300036
ENSECAT00000022151	ENST00000396324
ENSECAT00000017955	ENST00000346199
ENSECAT00000018133	ENST00000306888
ENSECAT00000017943	ENST00000389915
ENSECAT00000018170	ENST00000007510
ENSECAT00000017988	ENST00000383817
ENSECAT00000018288	ENST00000397053
ENSECAT00000017926	ENST00000360945
ENSECAT00000018052	ENST00000587834
ENSECAT00000017910	ENST00000262919
ENSECAT00000018231	ENST00000298510
ENSECAT00000018012	ENST00000274063
ENSECAT00000017938	ENST00000317676
ENSECAT00000017904	ENST00000623963
ENSECAT00000017924	ENST00000329913
ENSECAT00000018167	ENST00000325285
ENSECAT00000017954	ENST00000237281
ENSECAT00000018044	ENST00000560471
ENSECAT00000018119	ENST00000290894
ENSECAT00000018070	ENST00000294848
ENSECAT00000018406	ENST00000435803
ENSECAT00000018146	ENST00000261721
ENSECAT00000018290	ENST00000188312
ENSECAT00000017964	ENST00000528851
ENSECAT00000017969	ENST00000371265
ENSECAT00000017963	ENST00000005257
ENSECAT00000018454	ENST00000270722
ENSECAT00000018163	ENST00000326266
ENSECAT00000017967	ENST00000256652
ENSECAT00000017968	ENST00000309988
ENSECAT00000018022	ENST00000355898
ENSECAT00000018078	ENST00000265348
ENSECAT00000018040	ENST00000340967
ENSECAT00000017974	ENST00000287139
ENSECAT00000018186	ENST00000278174
ENSECAT00000018016	ENST00000293845
ENSECAT00000018598	ENST00000511633
ENSECAT00000018604	ENST00000510533
ENSECAT00000018628	ENST00000512193
ENSECAT00000018036	ENST00000274217
ENSECAT00000018399	ENST00000634494
ENSECAT00000018414	ENST00000634494
ENSECAT00000017952	ENST00000555404
ENSECAT00000018033	ENST00000298229
ENSECAT00000018327	ENST00000256854
ENSECAT00000018006	ENST00000539517
ENSECAT00000017981	ENST00000250383
ENSECAT00000017991	ENST00000248114
ENSECAT00000017956	ENST00000410096
ENSECAT00000018049	ENST00000334574
ENSECAT00000018083	ENST00000399598
ENSECAT00000017975	ENST00000247026
ENSECAT00000018017	ENST00000319363
ENSECAT00000017958	ENST00000612124
ENSECAT00000018018	ENST00000338165
ENSECAT00000018550	ENST00000330498
ENSECAT00000018325	ENST00000262547
ENSECAT00000018370	ENST00000262547
ENSECAT00000018191	ENST00000418153
ENSECAT00000018047	ENST00000392627
ENSECAT00000018621	ENST00000338492
ENSECAT00000018037	ENST00000407540
ENSECAT00000018641	ENST00000586696
ENSECAT00000018087	ENST00000251481
ENSECAT00000017970	ENST00000422142
ENSECAT00000018350	ENST00000318312
ENSECAT00000017995	ENST00000337908
ENSECAT00000017972	ENST00000407351
ENSECAT00000018426	ENST00000310396
ENSECAT00000018419	ENST00000389532
ENSECAT00000018487	ENST00000389532
ENSECAT00000018447	ENST00000263187
ENSECAT00000018090	ENST00000601043
ENSECAT00000018189	ENST00000393203
ENSECAT00000017997	ENST00000623963
ENSECAT00000018203	ENST00000302759
ENSECAT00000017985	ENST00000377482
ENSECAT00000018140	ENST00000480708
ENSECAT00000017982	ENST00000408957
ENSECAT00000029012	ENST00000426928
ENSECAT00000028870	ENST00000375980
ENSECAT00000029033	ENST00000377256
ENSECAT00000018110	ENST00000367602
ENSECAT00000018143	ENST00000367602
ENSECAT00000017987	ENST00000390467
ENSECAT00000018369	ENST00000412720
ENSECAT00000018693	ENST00000261707
ENSECAT00000018271	ENST00000405440
ENSECAT00000018001	ENST00000301475
ENSECAT00000018488	ENST00000295641
ENSECAT00000018591	ENST00000295641
ENSECAT00000018005	ENST00000455444
ENSECAT00000017998	ENST00000374145
ENSECAT00000018093	ENST00000367419
ENSECAT00000018223	ENST00000441448
ENSECAT00000018053	ENST00000409261
ENSECAT00000018099	ENST00000361611
ENSECAT00000018248	ENST00000622495
ENSECAT00000018150	ENST00000380254
ENSECAT00000018688	ENST00000378156
ENSECAT00000018757	ENST00000378156
ENSECAT00000018030	ENST00000473706
ENSECAT00000018118	ENST00000230381
ENSECAT00000018207	ENST00000286070
ENSECAT00000018065	ENST00000597255
ENSECAT00000018061	ENST00000426216
ENSECAT00000018202	ENST00000295113
ENSECAT00000018177	ENST00000353437
ENSECAT00000018622	ENST00000265846
ENSECAT00000018032	ENST00000409806
ENSECAT00000018105	ENST00000455834
ENSECAT00000018063	ENST00000331222
ENSECAT00000018025	ENST00000397732
ENSECAT00000018536	ENST00000286494
ENSECAT00000018026	ENST00000449250
