Ensembl Gene ID	Ensembl Transcript ID
ENSECAG00000010235	ENSECAT00000010875
ENSECAG00000010236	ENSECAT00000010492
ENSECAG00000010237	ENSECAT00000010603
ENSECAG00000010238	ENSECAT00000010545
ENSECAG00000010239	ENSECAT00000010841
ENSECAG00000010240	ENSECAT00000010781
ENSECAG00000010241	ENSECAT00000010489
ENSECAG00000010242	ENSECAT00000010734
ENSECAG00000010243	ENSECAT00000010768
ENSECAG00000010244	ENSECAT00000010646
ENSECAG00000010245	ENSECAT00000010493
ENSECAG00000010246	ENSECAT00000010504
ENSECAG00000010247	ENSECAT00000010505
ENSECAG00000010248	ENSECAT00000010623
ENSECAG00000010249	ENSECAT00000010543
ENSECAG00000010250	ENSECAT00000010581
ENSECAG00000010251	ENSECAT00000011015
ENSECAG00000010252	ENSECAT00000010836
ENSECAG00000010252	ENSECAT00000010840
ENSECAG00000010253	ENSECAT00000010501
ENSECAG00000010254	ENSECAT00000010645
ENSECAG00000010255	ENSECAT00000010622
ENSECAG00000010256	ENSECAT00000010502
ENSECAG00000010257	ENSECAT00000010587
ENSECAG00000010258	ENSECAT00000010510
ENSECAG00000010259	ENSECAT00000010674
ENSECAG00000010260	ENSECAT00000010825
ENSECAG00000010261	ENSECAT00000010993
ENSECAG00000010262	ENSECAT00000010558
ENSECAG00000010263	ENSECAT00000010697
ENSECAG00000010264	ENSECAT00000010514
ENSECAG00000010265	ENSECAT00000010726
ENSECAG00000010266	ENSECAT00000010911
ENSECAG00000010267	ENSECAT00000011095
ENSECAG00000010268	ENSECAT00000010737
ENSECAG00000010269	ENSECAT00000010524
ENSECAG00000010270	ENSECAT00000011112
ENSECAG00000010271	ENSECAT00000010575
ENSECAG00000010272	ENSECAT00000010791
ENSECAG00000010273	ENSECAT00000010518
ENSECAG00000010274	ENSECAT00000010536
ENSECAG00000010275	ENSECAT00000011394
ENSECAG00000010275	ENSECAT00000011487
ENSECAG00000010276	ENSECAT00000010550
ENSECAG00000010277	ENSECAT00000010557
ENSECAG00000010278	ENSECAT00000010533
ENSECAG00000010279	ENSECAT00000010522
ENSECAG00000010280	ENSECAT00000010530
ENSECAG00000010281	ENSECAT00000010537
ENSECAG00000010282	ENSECAT00000010551
ENSECAG00000010283	ENSECAT00000011316
ENSECAG00000010284	ENSECAT00000010956
ENSECAG00000010285	ENSECAT00000010661
ENSECAG00000010286	ENSECAT00000010538
ENSECAG00000010287	ENSECAT00000010555
ENSECAG00000010288	ENSECAT00000011345
ENSECAG00000010289	ENSECAT00000010544
ENSECAG00000010290	ENSECAT00000010717
ENSECAG00000010291	ENSECAT00000010598
ENSECAG00000010292	ENSECAT00000010609
ENSECAG00000010293	ENSECAT00000010677
ENSECAG00000010295	ENSECAT00000010893
ENSECAG00000010296	ENSECAT00000010689
ENSECAG00000010297	ENSECAT00000010668
ENSECAG00000010298	ENSECAT00000011088
ENSECAG00000010299	ENSECAT00000010546
ENSECAG00000010300	ENSECAT00000010693
ENSECAG00000010301	ENSECAT00000010560
ENSECAG00000010302	ENSECAT00000010552
ENSECAG00000010303	ENSECAT00000010583
ENSECAG00000010304	ENSECAT00000010651
ENSECAG00000010305	ENSECAT00000011699
ENSECAG00000010306	ENSECAT00000010722
ENSECAG00000010307	ENSECAT00000010593
ENSECAG00000010308	ENSECAT00000010568
ENSECAG00000010309	ENSECAT00000010814
ENSECAG00000010310	ENSECAT00000010562
ENSECAG00000010311	ENSECAT00000010565
ENSECAG00000010312	ENSECAT00000011062
ENSECAG00000010313	ENSECAT00000010612
ENSECAG00000010314	ENSECAT00000010779
ENSECAG00000010315	ENSECAT00000011195
ENSECAG00000010316	ENSECAT00000010783
ENSECAG00000010317	ENSECAT00000010611
ENSECAG00000010318	ENSECAT00000010803
ENSECAG00000010318	ENSECAT00000010807
ENSECAG00000010319	ENSECAT00000010569
ENSECAG00000010320	ENSECAT00000010571
ENSECAG00000010321	ENSECAT00000010752
ENSECAG00000010322	ENSECAT00000010776
ENSECAG00000010323	ENSECAT00000010591
ENSECAG00000010324	ENSECAT00000011049
ENSECAG00000010325	ENSECAT00000010710
ENSECAG00000010326	ENSECAT00000010638
ENSECAG00000010327	ENSECAT00000011259
ENSECAG00000010327	ENSECAT00000011267
ENSECAG00000010328	ENSECAT00000010578
ENSECAG00000010329	ENSECAT00000010982
ENSECAG00000010330	ENSECAT00000010589
ENSECAG00000010331	ENSECAT00000010607
ENSECAG00000010332	ENSECAT00000010619
ENSECAG00000010333	ENSECAT00000010705
ENSECAG00000010334	ENSECAT00000010753
ENSECAG00000010335	ENSECAT00000010714
ENSECAG00000010335	ENSECAT00000010760
ENSECAG00000010336	ENSECAT00000010723
ENSECAG00000010337	ENSECAT00000010592
ENSECAG00000010338	ENSECAT00000010594
ENSECAG00000010339	ENSECAT00000010707
ENSECAG00000010340	ENSECAT00000010606
ENSECAG00000010341	ENSECAT00000010605
ENSECAG00000010342	ENSECAT00000011010
ENSECAG00000010343	ENSECAT00000010852
ENSECAG00000010344	ENSECAT00000010601
ENSECAG00000010345	ENSECAT00000010700
ENSECAG00000010346	ENSECAT00000011117
ENSECAG00000010347	ENSECAT00000010659
ENSECAG00000010348	ENSECAT00000010600
ENSECAG00000010349	ENSECAT00000010683
ENSECAG00000010350	ENSECAT00000010808
ENSECAG00000010351	ENSECAT00000010708
ENSECAG00000010352	ENSECAT00000010778
ENSECAG00000010353	ENSECAT00000010643
ENSECAG00000010354	ENSECAT00000010614
ENSECAG00000010355	ENSECAT00000011042
ENSECAG00000010356	ENSECAT00000010656
ENSECAG00000010357	ENSECAT00000010616
ENSECAG00000010358	ENSECAT00000010615
ENSECAG00000010359	ENSECAT00000010721
ENSECAG00000010360	ENSECAT00000010633
ENSECAG00000010361	ENSECAT00000010639
ENSECAG00000010361	ENSECAT00000010654
ENSECAG00000010362	ENSECAT00000010620
ENSECAG00000010363	ENSECAT00000011689
ENSECAG00000010364	ENSECAT00000010635
ENSECAG00000010366	ENSECAT00000010628
ENSECAG00000010367	ENSECAT00000010729
ENSECAG00000010368	ENSECAT00000010754
ENSECAG00000010370	ENSECAT00000011025
ENSECAG00000010371	ENSECAT00000010773
ENSECAG00000010372	ENSECAT00000010636
ENSECAG00000010373	ENSECAT00000010950
ENSECAG00000010374	ENSECAT00000010755
ENSECAG00000010375	ENSECAT00000011176
ENSECAG00000010376	ENSECAT00000010641
ENSECAG00000010377	ENSECAT00000010676
ENSECAG00000010377	ENSECAT00000010775
ENSECAG00000010377	ENSECAT00000010819
ENSECAG00000010377	ENSECAT00000010868
ENSECAG00000010377	ENSECAT00000010932
ENSECAG00000010378	ENSECAT00000010920
ENSECAG00000010380	ENSECAT00000010805
ENSECAG00000010381	ENSECAT00000010657
ENSECAG00000010382	ENSECAT00000010648
ENSECAG00000010383	ENSECAT00000010649
ENSECAG00000010384	ENSECAT00000010854
ENSECAG00000010385	ENSECAT00000011493
ENSECAG00000010386	ENSECAT00000012638
ENSECAG00000010387	ENSECAT00000010745
ENSECAG00000010387	ENSECAT00000010770
ENSECAG00000010388	ENSECAT00000010695
ENSECAG00000010389	ENSECAT00000010699
ENSECAG00000010390	ENSECAT00000010692
ENSECAG00000010391	ENSECAT00000010889
ENSECAG00000010392	ENSECAT00000011196
ENSECAG00000010393	ENSECAT00000010812
ENSECAG00000010394	ENSECAT00000010924
ENSECAG00000010395	ENSECAT00000010748
ENSECAG00000010396	ENSECAT00000010690
ENSECAG00000010397	ENSECAT00000010801
ENSECAG00000010398	ENSECAT00000010664
ENSECAG00000010399	ENSECAT00000010989
ENSECAG00000010400	ENSECAT00000010662
ENSECAG00000010401	ENSECAT00000011306
ENSECAG00000010402	ENSECAT00000011243
ENSECAG00000010403	ENSECAT00000010679
ENSECAG00000010404	ENSECAT00000011442
ENSECAG00000010405	ENSECAT00000010767
ENSECAG00000010406	ENSECAT00000010684
ENSECAG00000010407	ENSECAT00000010688
ENSECAG00000010408	ENSECAT00000010777
ENSECAG00000010409	ENSECAT00000010736
ENSECAG00000010410	ENSECAT00000010951
ENSECAG00000010412	ENSECAT00000011009
ENSECAG00000010413	ENSECAT00000010678
ENSECAG00000010414	ENSECAT00000010997
ENSECAG00000010415	ENSECAT00000010796
ENSECAG00000010416	ENSECAT00000010682
ENSECAG00000010417	ENSECAT00000010727
ENSECAG00000010418	ENSECAT00000010751
ENSECAG00000010419	ENSECAT00000010702
ENSECAG00000010420	ENSECAT00000011003
ENSECAG00000010421	ENSECAT00000010901
ENSECAG00000010422	ENSECAT00000011156
ENSECAG00000010423	ENSECAT00000010696
ENSECAG00000010424	ENSECAT00000010923
ENSECAG00000010425	ENSECAT00000010898
ENSECAG00000010426	ENSECAT00000011047
ENSECAG00000010427	ENSECAT00000010715
ENSECAG00000010428	ENSECAT00000010698
ENSECAG00000010429	ENSECAT00000010701
ENSECAG00000010430	ENSECAT00000010933
ENSECAG00000010431	ENSECAT00000011124
ENSECAG00000010432	ENSECAT00000011228
ENSECAG00000010433	ENSECAT00000010718
ENSECAG00000010434	ENSECAT00000010873
ENSECAG00000010435	ENSECAT00000010703
ENSECAG00000010436	ENSECAT00000010730
ENSECAG00000010437	ENSECAT00000010869
ENSECAG00000010438	ENSECAT00000010706
ENSECAG00000010439	ENSECAT00000010845
ENSECAG00000010440	ENSECAT00000010822
ENSECAG00000010441	ENSECAT00000010922
ENSECAG00000010442	ENSECAT00000010711
ENSECAG00000010443	ENSECAT00000010716
ENSECAG00000010444	ENSECAT00000011020
ENSECAG00000010444	ENSECAT00000011056
ENSECAG00000010445	ENSECAT00000010985
ENSECAG00000010446	ENSECAT00000010724
ENSECAG00000010447	ENSECAT00000011070
ENSECAG00000010447	ENSECAT00000011145
ENSECAG00000010448	ENSECAT00000010713
ENSECAG00000010449	ENSECAT00000010719
ENSECAG00000010450	ENSECAT00000010750
ENSECAG00000010451	ENSECAT00000010765
ENSECAG00000010452	ENSECAT00000010733
ENSECAG00000010453	ENSECAT00000010720
ENSECAG00000010454	ENSECAT00000010772
ENSECAG00000010455	ENSECAT00000010712
ENSECAG00000010456	ENSECAT00000010905
ENSECAG00000010457	ENSECAT00000010728
ENSECAG00000010458	ENSECAT00000011237
ENSECAG00000010459	ENSECAT00000010747
ENSECAG00000010460	ENSECAT00000010743
ENSECAG00000010460	ENSECAT00000010761
ENSECAG00000010461	ENSECAT00000010834
ENSECAG00000010463	ENSECAT00000011034
ENSECAG00000010464	ENSECAT00000011294
ENSECAG00000010464	ENSECAT00000011346
ENSECAG00000010465	ENSECAT00000010774
ENSECAG00000010466	ENSECAT00000010953
ENSECAG00000010467	ENSECAT00000011163
ENSECAG00000010467	ENSECAT00000011235
ENSECAG00000010468	ENSECAT00000010740
ENSECAG00000010469	ENSECAT00000010744
ENSECAG00000010470	ENSECAT00000010794
ENSECAG00000010471	ENSECAT00000010759
ENSECAG00000010472	ENSECAT00000010741
ENSECAG00000010473	ENSECAT00000010995
ENSECAG00000010474	ENSECAT00000010742
ENSECAG00000010475	ENSECAT00000010828
ENSECAG00000010475	ENSECAT00000010878
ENSECAG00000010476	ENSECAT00000011270
ENSECAG00000010477	ENSECAT00000010782
ENSECAG00000010478	ENSECAT00000010826
ENSECAG00000010479	ENSECAT00000012040
ENSECAG00000010480	ENSECAT00000010884
ENSECAG00000010481	ENSECAT00000011144
ENSECAG00000010482	ENSECAT00000011092
ENSECAG00000010483	ENSECAT00000010865
ENSECAG00000010484	ENSECAT00000010885
ENSECAG00000010485	ENSECAT00000010945
ENSECAG00000010486	ENSECAT00000010843
ENSECAG00000010487	ENSECAT00000010758
ENSECAG00000010488	ENSECAT00000010820
ENSECAG00000010489	ENSECAT00000010976
ENSECAG00000010490	ENSECAT00000010786
ENSECAG00000010491	ENSECAT00000011126
ENSECAG00000010492	ENSECAT00000010790
ENSECAG00000010493	ENSECAT00000011264
ENSECAG00000010494	ENSECAT00000010882
ENSECAG00000010495	ENSECAT00000010892
ENSECAG00000010496	ENSECAT00000010799
ENSECAG00000010497	ENSECAT00000010762
ENSECAG00000010498	ENSECAT00000010879
ENSECAG00000010499	ENSECAT00000010785
ENSECAG00000010500	ENSECAT00000011502
ENSECAG00000010501	ENSECAT00000010935
ENSECAG00000010501	ENSECAT00000010954
ENSECAG00000010502	ENSECAT00000011283
ENSECAG00000010503	ENSECAT00000010837
ENSECAG00000010504	ENSECAT00000010780
ENSECAG00000010505	ENSECAT00000010969
ENSECAG00000010506	ENSECAT00000010966
ENSECAG00000010507	ENSECAT00000010784
ENSECAG00000010508	ENSECAT00000010977
ENSECAG00000010509	ENSECAT00000010847
ENSECAG00000010510	ENSECAT00000011078
ENSECAG00000010511	ENSECAT00000011033
ENSECAG00000010512	ENSECAT00000010810
ENSECAG00000010513	ENSECAT00000010789
ENSECAG00000010514	ENSECAT00000010795
ENSECAG00000010515	ENSECAT00000011284
ENSECAG00000010516	ENSECAT00000011101
ENSECAG00000010517	ENSECAT00000010793
ENSECAG00000010518	ENSECAT00000011142
ENSECAG00000010519	ENSECAT00000010800
ENSECAG00000010520	ENSECAT00000010899
ENSECAG00000010521	ENSECAT00000011218
ENSECAG00000010522	ENSECAT00000010849
ENSECAG00000010523	ENSECAT00000010983
ENSECAG00000010524	ENSECAT00000010943
ENSECAG00000010525	ENSECAT00000011321
ENSECAG00000010526	ENSECAT00000011050
ENSECAG00000010527	ENSECAT00000010798
ENSECAG00000010528	ENSECAT00000010946
ENSECAG00000010529	ENSECAT00000010866
ENSECAG00000010530	ENSECAT00000010833
ENSECAG00000010531	ENSECAT00000010830
ENSECAG00000010532	ENSECAT00000010996
ENSECAG00000010533	ENSECAT00000010874
ENSECAG00000010534	ENSECAT00000011161
ENSECAG00000010535	ENSECAT00000011221
ENSECAG00000010536	ENSECAT00000010839
ENSECAG00000010537	ENSECAT00000011302
ENSECAG00000010538	ENSECAT00000010831
ENSECAG00000010539	ENSECAT00000010870
ENSECAG00000010540	ENSECAT00000011311
ENSECAG00000010541	ENSECAT00000010813
ENSECAG00000010542	ENSECAT00000010829
ENSECAG00000010542	ENSECAT00000010909
ENSECAG00000010543	ENSECAT00000010809
ENSECAG00000010544	ENSECAT00000010912
ENSECAG00000010545	ENSECAT00000011021
ENSECAG00000010546	ENSECAT00000010895
ENSECAG00000010547	ENSECAT00000011381
ENSECAG00000010548	ENSECAT00000010880
ENSECAG00000010549	ENSECAT00000011641
ENSECAG00000010550	ENSECAT00000010859
ENSECAG00000010551	ENSECAT00000011102
ENSECAG00000010553	ENSECAT00000010857
ENSECAG00000010554	ENSECAT00000010827
ENSECAG00000010555	ENSECAT00000011182
ENSECAG00000010556	ENSECAT00000010823
ENSECAG00000010557	ENSECAT00000010821
ENSECAG00000010558	ENSECAT00000010903
ENSECAG00000010559	ENSECAT00000011031
ENSECAG00000010560	ENSECAT00000010991
ENSECAG00000010561	ENSECAT00000011032
ENSECAG00000010563	ENSECAT00000010937
ENSECAG00000010564	ENSECAT00000011240
ENSECAG00000010565	ENSECAT00000010887
ENSECAG00000010566	ENSECAT00000010846
ENSECAG00000010567	ENSECAT00000011198
ENSECAG00000010568	ENSECAT00000011103
ENSECAG00000010569	ENSECAT00000011495
ENSECAG00000010570	ENSECAT00000010855
ENSECAG00000010571	ENSECAT00000012545
ENSECAG00000010572	ENSECAT00000011320
ENSECAG00000010573	ENSECAT00000011423
ENSECAG00000010574	ENSECAT00000011244
ENSECAG00000010575	ENSECAT00000010850
ENSECAG00000010576	ENSECAT00000010860
ENSECAG00000010577	ENSECAT00000010867
ENSECAG00000010578	ENSECAT00000010853
ENSECAG00000010579	ENSECAT00000011066
ENSECAG00000010580	ENSECAT00000010949
ENSECAG00000010581	ENSECAT00000011350
ENSECAG00000010582	ENSECAT00000010862
ENSECAG00000010583	ENSECAT00000010864
ENSECAG00000010584	ENSECAT00000011263
ENSECAG00000010585	ENSECAT00000010972
ENSECAG00000010586	ENSECAT00000010871
ENSECAG00000010587	ENSECAT00000010928
ENSECAG00000010588	ENSECAT00000011396
ENSECAG00000010589	ENSECAT00000011011
ENSECAG00000010590	ENSECAT00000010888
ENSECAG00000010591	ENSECAT00000011154
ENSECAG00000010592	ENSECAT00000011039
ENSECAG00000010593	ENSECAT00000010876
ENSECAG00000010594	ENSECAT00000010872
ENSECAG00000010595	ENSECAT00000011455
ENSECAG00000010595	ENSECAT00000011473
ENSECAG00000010596	ENSECAT00000011187
ENSECAG00000010597	ENSECAT00000011338
ENSECAG00000010598	ENSECAT00000010886
ENSECAG00000010599	ENSECAT00000010891
ENSECAG00000010600	ENSECAT00000010908
ENSECAG00000010601	ENSECAT00000010900
ENSECAG00000010602	ENSECAT00000011603
ENSECAG00000010602	ENSECAT00000011797
ENSECAG00000010603	ENSECAT00000010987
ENSECAG00000010604	ENSECAT00000010958
ENSECAG00000010605	ENSECAT00000011038
ENSECAG00000010606	ENSECAT00000010929
ENSECAG00000010607	ENSECAT00000010904
ENSECAG00000010608	ENSECAT00000010931
ENSECAG00000010609	ENSECAT00000010963
ENSECAG00000010610	ENSECAT00000011516
ENSECAG00000010611	ENSECAT00000010921
ENSECAG00000010612	ENSECAT00000010906
ENSECAG00000010613	ENSECAT00000011058
ENSECAG00000010614	ENSECAT00000010940
ENSECAG00000010615	ENSECAT00000010902
ENSECAG00000010616	ENSECAT00000011230
ENSECAG00000010617	ENSECAT00000010919
ENSECAG00000010618	ENSECAT00000011329
ENSECAG00000010619	ENSECAT00000011292
ENSECAG00000010620	ENSECAT00000010910
ENSECAG00000010621	ENSECAT00000011077
ENSECAG00000010622	ENSECAT00000011138
ENSECAG00000010623	ENSECAT00000010952
ENSECAG00000010624	ENSECAT00000011065
ENSECAG00000010625	ENSECAT00000010918
ENSECAG00000010626	ENSECAT00000011724
ENSECAG00000010627	ENSECAT00000010939
ENSECAG00000010628	ENSECAT00000011053
ENSECAG00000010629	ENSECAT00000011854
ENSECAG00000010630	ENSECAT00000010934
ENSECAG00000010631	ENSECAT00000013599
ENSECAG00000010632	ENSECAT00000012016
ENSECAG00000010633	ENSECAT00000011404
ENSECAG00000010634	ENSECAT00000011000
ENSECAG00000010635	ENSECAT00000011216
ENSECAG00000010636	ENSECAT00000010926
ENSECAG00000010637	ENSECAT00000010942
ENSECAG00000010638	ENSECAT00000010936
ENSECAG00000010639	ENSECAT00000011373
ENSECAG00000010640	ENSECAT00000011490
ENSECAG00000010641	ENSECAT00000011082
ENSECAG00000010642	ENSECAT00000010930
ENSECAG00000010643	ENSECAT00000011106
ENSECAG00000010644	ENSECAT00000011472
ENSECAG00000010645	ENSECAT00000010962
ENSECAG00000010646	ENSECAT00000011595
ENSECAG00000010647	ENSECAT00000010938
ENSECAG00000010648	ENSECAT00000010998
ENSECAG00000010649	ENSECAT00000011242
ENSECAG00000010650	ENSECAT00000010957
ENSECAG00000010651	ENSECAT00000010961
ENSECAG00000010652	ENSECAT00000011005
ENSECAG00000010653	ENSECAT00000011080
ENSECAG00000010654	ENSECAT00000010955
ENSECAG00000010655	ENSECAT00000011614
ENSECAG00000010656	ENSECAT00000010964
ENSECAG00000010657	ENSECAT00000011430
ENSECAG00000010658	ENSECAT00000010948
ENSECAG00000010659	ENSECAT00000011148
ENSECAG00000010660	ENSECAT00000010947
ENSECAG00000010661	ENSECAT00000011091
ENSECAG00000010662	ENSECAT00000011008
ENSECAG00000010663	ENSECAT00000011074
ENSECAG00000010664	ENSECAT00000011023
ENSECAG00000010665	ENSECAT00000010992
ENSECAG00000010666	ENSECAT00000011140
ENSECAG00000010667	ENSECAT00000011300
ENSECAG00000010668	ENSECAT00000011496
ENSECAG00000010669	ENSECAT00000011167
ENSECAG00000010670	ENSECAT00000011479
ENSECAG00000010671	ENSECAT00000011149
ENSECAG00000010672	ENSECAT00000011291
ENSECAG00000010673	ENSECAT00000011166
ENSECAG00000010674	ENSECAT00000010968
ENSECAG00000010675	ENSECAT00000011137
ENSECAG00000010676	ENSECAT00000010967
ENSECAG00000010677	ENSECAT00000011030
ENSECAG00000010678	ENSECAT00000011111
ENSECAG00000010679	ENSECAT00000010970
ENSECAG00000010680	ENSECAT00000011296
ENSECAG00000010681	ENSECAT00000011188
ENSECAG00000010682	ENSECAT00000011421
ENSECAG00000010682	ENSECAT00000011449
ENSECAG00000010683	ENSECAT00000011006
ENSECAG00000010684	ENSECAT00000011576
ENSECAG00000010685	ENSECAT00000011169
ENSECAG00000010686	ENSECAT00000010975
ENSECAG00000010687	ENSECAT00000010974
ENSECAG00000010688	ENSECAT00000010979
ENSECAG00000010689	ENSECAT00000011486
ENSECAG00000010689	ENSECAT00000011520
ENSECAG00000010690	ENSECAT00000010978
ENSECAG00000010691	ENSECAT00000011085
ENSECAG00000010692	ENSECAT00000011131
ENSECAG00000010693	ENSECAT00000011203
ENSECAG00000010694	ENSECAT00000011104
ENSECAG00000010695	ENSECAT00000010999
ENSECAG00000010696	ENSECAT00000011016
ENSECAG00000010696	ENSECAT00000011036
ENSECAG00000010697	ENSECAT00000011453
ENSECAG00000010698	ENSECAT00000011177
ENSECAG00000010699	ENSECAT00000010994
ENSECAG00000010700	ENSECAT00000010984
ENSECAG00000010701	ENSECAT00000011013
ENSECAG00000010702	ENSECAT00000011060
ENSECAG00000010703	ENSECAT00000011017
ENSECAG00000010704	ENSECAT00000011457
ENSECAG00000010705	ENSECAT00000011048
ENSECAG00000010706	ENSECAT00000011173
ENSECAG00000010707	ENSECAT00000011059
ENSECAG00000010708	ENSECAT00000011022
ENSECAG00000010709	ENSECAT00000011004
ENSECAG00000010710	ENSECAT00000011695
ENSECAG00000010711	ENSECAT00000011368
ENSECAG00000010712	ENSECAT00000011153
ENSECAG00000010713	ENSECAT00000013032
ENSECAG00000010713	ENSECAT00000013041
ENSECAG00000010713	ENSECAT00000013047
ENSECAG00000010713	ENSECAT00000013086
ENSECAG00000010713	ENSECAT00000013094
ENSECAG00000010713	ENSECAT00000013140
ENSECAG00000010713	ENSECAT00000013232
ENSECAG00000010714	ENSECAT00000011178
ENSECAG00000010715	ENSECAT00000011157
ENSECAG00000010716	ENSECAT00000011134
ENSECAG00000010717	ENSECAT00000011468
ENSECAG00000010718	ENSECAT00000011007
ENSECAG00000010719	ENSECAT00000011094
ENSECAG00000010720	ENSECAT00000011024
ENSECAG00000010721	ENSECAT00000011027
ENSECAG00000010722	ENSECAT00000011014
ENSECAG00000010723	ENSECAT00000011174
ENSECAG00000010724	ENSECAT00000011019
ENSECAG00000010725	ENSECAT00000011120
ENSECAG00000010726	ENSECAT00000011478
ENSECAG00000010727	ENSECAT00000011464
ENSECAG00000010728	ENSECAT00000011602
ENSECAG00000008393	ENSECAT00000008509
ENSECAG00000008393	ENSECAT00000029071
ENSECAG00000008393	ENSECAT00000012195
ENSECAG00000009761	ENSECAT00000007200
ENSECAG00000009761	ENSECAT00000028983
ENSECAG00000009761	ENSECAT00000010317
ENSECAG00000009761	ENSECAT00000010334
ENSECAG00000007964	ENSECAT00000029005
ENSECAG00000007964	ENSECAT00000007984
ENSECAG00000007964	ENSECAT00000008024
ENSECAG00000010730	ENSECAT00000011184
ENSECAG00000010731	ENSECAT00000011118
ENSECAG00000010732	ENSECAT00000011044
ENSECAG00000010733	ENSECAT00000011172
ENSECAG00000010734	ENSECAT00000011684
ENSECAG00000010735	ENSECAT00000011238
ENSECAG00000010736	ENSECAT00000011054
ENSECAG00000010737	ENSECAT00000011052
ENSECAG00000010738	ENSECAT00000011276
ENSECAG00000010740	ENSECAT00000011067
ENSECAG00000010741	ENSECAT00000011719
ENSECAG00000010741	ENSECAT00000011725
ENSECAG00000010743	ENSECAT00000011041
ENSECAG00000010744	ENSECAT00000011682
ENSECAG00000010745	ENSECAT00000011707
ENSECAG00000010746	ENSECAT00000011261
ENSECAG00000010747	ENSECAT00000011051
ENSECAG00000010748	ENSECAT00000011086
ENSECAG00000010749	ENSECAT00000011100
ENSECAG00000010750	ENSECAT00000011288
ENSECAG00000010750	ENSECAT00000011308
ENSECAG00000010751	ENSECAT00000012112
ENSECAG00000010751	ENSECAT00000012166
ENSECAG00000010752	ENSECAT00000011075
ENSECAG00000010753	ENSECAT00000011705
ENSECAG00000010754	ENSECAT00000011265
ENSECAG00000010755	ENSECAT00000011055
ENSECAG00000010756	ENSECAT00000011260
ENSECAG00000010757	ENSECAT00000011375
ENSECAG00000010758	ENSECAT00000011099
ENSECAG00000010759	ENSECAT00000011146
ENSECAG00000010760	ENSECAT00000011064
ENSECAG00000010761	ENSECAT00000011071
ENSECAG00000010762	ENSECAT00000011651
ENSECAG00000010763	ENSECAT00000011057
ENSECAG00000010764	ENSECAT00000011063
ENSECAG00000010765	ENSECAT00000011605
ENSECAG00000010766	ENSECAT00000011606
ENSECAG00000010767	ENSECAT00000011327
ENSECAG00000017108	ENSECAT00000028880
ENSECAG00000017108	ENSECAT00000018014
ENSECAG00000010769	ENSECAT00000011599
ENSECAG00000010770	ENSECAT00000011289
ENSECAG00000010771	ENSECAT00000011081
ENSECAG00000010772	ENSECAT00000011501
ENSECAG00000010773	ENSECAT00000011097
ENSECAG00000010774	ENSECAT00000011246
ENSECAG00000010775	ENSECAT00000011072
ENSECAG00000010776	ENSECAT00000011105
ENSECAG00000010777	ENSECAT00000011168
ENSECAG00000010778	ENSECAT00000011706
ENSECAG00000010779	ENSECAT00000011162
ENSECAG00000010780	ENSECAT00000011248
ENSECAG00000010781	ENSECAT00000011096
ENSECAG00000010782	ENSECAT00000011108
ENSECAG00000010783	ENSECAT00000011113
ENSECAG00000010784	ENSECAT00000011297
ENSECAG00000010785	ENSECAT00000011083
ENSECAG00000010786	ENSECAT00000011185
ENSECAG00000010787	ENSECAT00000011703
ENSECAG00000010788	ENSECAT00000011266
ENSECAG00000010789	ENSECAT00000011084
ENSECAG00000010790	ENSECAT00000011632
ENSECAG00000010790	ENSECAT00000011756
ENSECAG00000010790	ENSECAT00000011790
ENSECAG00000010790	ENSECAT00000011821
ENSECAG00000010791	ENSECAT00000011220
ENSECAG00000010792	ENSECAT00000012133
ENSECAG00000010793	ENSECAT00000011089
ENSECAG00000010794	ENSECAT00000011202
ENSECAG00000010795	ENSECAT00000011282
ENSECAG00000010796	ENSECAT00000011093
ENSECAG00000010797	ENSECAT00000011098
ENSECAG00000010798	ENSECAT00000011128
ENSECAG00000010799	ENSECAT00000011229
ENSECAG00000010800	ENSECAT00000011335
ENSECAG00000010801	ENSECAT00000011634
ENSECAG00000010802	ENSECAT00000011114
ENSECAG00000010803	ENSECAT00000011107
ENSECAG00000010804	ENSECAT00000011115
ENSECAG00000010805	ENSECAT00000011233
ENSECAG00000010806	ENSECAT00000011160
ENSECAG00000010807	ENSECAT00000011125
ENSECAG00000010808	ENSECAT00000011116
ENSECAG00000010809	ENSECAT00000011208
ENSECAG00000010810	ENSECAT00000011504
ENSECAG00000010811	ENSECAT00000011123
ENSECAG00000010812	ENSECAT00000011687
ENSECAG00000010813	ENSECAT00000011272
ENSECAG00000010814	ENSECAT00000011231
ENSECAG00000010815	ENSECAT00000011133
ENSECAG00000010816	ENSECAT00000011119
ENSECAG00000010817	ENSECAT00000011206
ENSECAG00000010818	ENSECAT00000011152
ENSECAG00000010819	ENSECAT00000011337
ENSECAG00000010820	ENSECAT00000011121
ENSECAG00000010821	ENSECAT00000011529
ENSECAG00000010822	ENSECAT00000011127
ENSECAG00000010823	ENSECAT00000011180
ENSECAG00000010824	ENSECAT00000011535
ENSECAG00000010825	ENSECAT00000011122
ENSECAG00000010826	ENSECAT00000011286
ENSECAG00000010826	ENSECAT00000011305
ENSECAG00000010826	ENSECAT00000011372
ENSECAG00000010827	ENSECAT00000011130
ENSECAG00000010828	ENSECAT00000011158
ENSECAG00000010830	ENSECAT00000011322
ENSECAG00000010831	ENSECAT00000011257
ENSECAG00000010832	ENSECAT00000011139
