ENSECAG00000000002	ENSG00000197713
ENSECAG00000011225	ENSG00000011083
ENSECAG00000011226	ENSG00000031691
ENSECAG00000011227	ENSG00000182687
ENSECAG00000011229	ENSG00000115902
ENSECAG00000011230	ENSG00000163904
ENSECAG00000011231	ENSG00000180881
ENSECAG00000011231	ENSG00000180881
ENSECAG00000011232	ENSG00000121988
ENSECAG00000011232	ENSG00000121988
ENSECAG00000011234	ENSG00000114270
ENSECAG00000011234	ENSG00000114270
ENSECAG00000011235	ENSG00000147853
ENSECAG00000011236	ENSG00000138777
ENSECAG00000011237	ENSG00000111364
ENSECAG00000011238	ENSG00000179988
ENSECAG00000011239	ENSG00000134324
ENSECAG00000011240	ENSG00000018236
ENSECAG00000011242	ENSG00000156171
ENSECAG00000011243	ENSG00000198646
ENSECAG00000011244	ENSG00000163013
ENSECAG00000011245	ENSG00000279906
ENSECAG00000011246	ENSG00000111087
ENSECAG00000011247	ENSG00000166557
ENSECAG00000011248	ENSG00000158796
ENSECAG00000011249	ENSG00000182287
ENSECAG00000011250	ENSG00000156795
ENSECAG00000011251	ENSG00000138617
ENSECAG00000011252	ENSG00000124196
ENSECAG00000011253	ENSG00000138593
ENSECAG00000011254	ENSG00000157106
ENSECAG00000011256	ENSG00000000971
ENSECAG00000011257	ENSG00000059728
ENSECAG00000011258	ENSG00000133111
ENSECAG00000011259	ENSG00000204334
ENSECAG00000011260	ENSG00000123572
ENSECAG00000011261	ENSG00000256235
ENSECAG00000011262	ENSG00000178607
ENSECAG00000011263	ENSG00000115946
ENSECAG00000011264	ENSG00000147041
ENSECAG00000011265	ENSG00000100577
ENSECAG00000011266	ENSG00000206432
ENSECAG00000011267	ENSG00000137776
ENSECAG00000011268	ENSG00000149591
ENSECAG00000011269	ENSG00000283189
ENSECAG00000011270	ENSG00000032389
ENSECAG00000011271	ENSG00000141753
ENSECAG00000011272	ENSG00000162650
ENSECAG00000011273	ENSG00000139637
ENSECAG00000011274	ENSG00000144191
ENSECAG00000011275	ENSG00000132912
ENSECAG00000011276	ENSG00000151553
ENSECAG00000011276	ENSG00000151553
ENSECAG00000011277	ENSG00000000419
ENSECAG00000011278	ENSG00000169894
ENSECAG00000011279	ENSG00000139291
ENSECAG00000011280	ENSG00000105085
ENSECAG00000011281	ENSG00000159899
ENSECAG00000011281	ENSG00000159899
ENSECAG00000011281	ENSG00000159899
ENSECAG00000011283	ENSG00000169908
ENSECAG00000011285	ENSG00000279906
ENSECAG00000011287	ENSG00000087301
ENSECAG00000011288	ENSG00000168754
ENSECAG00000011289	ENSG00000122787
ENSECAG00000011290	ENSG00000167641
ENSECAG00000011291	ENSG00000165671
ENSECAG00000011292	ENSG00000038945
ENSECAG00000011293	ENSG00000106278
ENSECAG00000011293	ENSG00000106278
ENSECAG00000011294	ENSG00000155875
ENSECAG00000011295	ENSG00000173451
ENSECAG00000011296	ENSG00000090020
ENSECAG00000011297	ENSG00000149021
ENSECAG00000011298	ENSG00000188334
ENSECAG00000011299	ENSG00000183066
ENSECAG00000011300	ENSG00000211807
ENSECAG00000011301	ENSG00000167642
ENSECAG00000011302	ENSG00000174844
ENSECAG00000011302	ENSG00000174844
ENSECAG00000011303	ENSG00000197905
ENSECAG00000011304	ENSG00000096060
ENSECAG00000011305	ENSG00000214376
ENSECAG00000011306	ENSG00000160360
ENSECAG00000011307	ENSG00000188886
ENSECAG00000011308	ENSG00000137747
ENSECAG00000011309	ENSG00000107863
ENSECAG00000011310	ENSG00000105552
ENSECAG00000011312	ENSG00000100218
ENSECAG00000011313	ENSG00000196376
ENSECAG00000011314	ENSG00000160539
ENSECAG00000011315	ENSG00000131355
ENSECAG00000011318	ENSG00000118702
ENSECAG00000011320	ENSG00000170903
ENSECAG00000011321	ENSG00000180210
ENSECAG00000011322	ENSG00000177189
ENSECAG00000011325	ENSG00000128849
ENSECAG00000011326	ENSG00000169762
ENSECAG00000011327	ENSG00000197506
ENSECAG00000011329	ENSG00000042429
ENSECAG00000011330	ENSG00000282204
ENSECAG00000011331	ENSG00000111716
ENSECAG00000011332	ENSG00000101353
ENSECAG00000011332	ENSG00000101353
ENSECAG00000011333	ENSG00000118600
ENSECAG00000011334	ENSG00000103449
ENSECAG00000011335	ENSG00000078596
ENSECAG00000011336	ENSG00000182552
ENSECAG00000011337	ENSG00000136811
ENSECAG00000011337	ENSG00000136811
ENSECAG00000011338	ENSG00000004846
ENSECAG00000011339	ENSG00000108823
ENSECAG00000011340	ENSG00000143314
ENSECAG00000011341	ENSG00000101363
ENSECAG00000011342	ENSG00000079432
ENSECAG00000011343	ENSG00000125812
ENSECAG00000011344	ENSG00000011677
ENSECAG00000011345	ENSG00000119547
ENSECAG00000011346	ENSG00000170043
ENSECAG00000011347	ENSG00000180964
ENSECAG00000011348	ENSG00000110777
ENSECAG00000011349	ENSG00000184860
ENSECAG00000011350	ENSG00000168077
ENSECAG00000011351	ENSG00000174827
ENSECAG00000011353	ENSG00000169026
ENSECAG00000011354	ENSG00000134815
ENSECAG00000011355	ENSG00000009790
ENSECAG00000011356	ENST00000616651
ENSECAG00000011357	ENSG00000143614
ENSECAG00000011358	ENSG00000151117
ENSECAG00000011360	ENSG00000115289
ENSECAG00000011361	ENSG00000089060
ENSECAG00000011362	ENSG00000139636
ENSECAG00000011363	ENSG00000197136
ENSECAG00000011363	ENSG00000197136
ENSECAG00000011364	ENSG00000152193
ENSECAG00000011365	ENSG00000165959
ENSECAG00000011366	ENSG00000051108
ENSECAG00000011367	ENSG00000181035
ENSECAG00000011370	ENSG00000108604
ENSECAG00000011371	ENSG00000170142
ENSECAG00000011373	ENSG00000139151
ENSECAG00000011373	ENSG00000139151
ENSECAG00000011374	ENSG00000036257
ENSECAG00000011375	ENSG00000147724
ENSECAG00000011376	ENSG00000198951
ENSECAG00000011379	ENSG00000146809
ENSECAG00000011380	ENSG00000013810
ENSECAG00000011381	ENSG00000204977
ENSECAG00000011382	ENSG00000166946
ENSECAG00000011384	ENSG00000148110
ENSECAG00000011385	ENSG00000012061
ENSECAG00000011386	ENSG00000106404
ENSECAG00000011387	ENSG00000146574
ENSECAG00000011388	ENSG00000134757
ENSECAG00000011390	ENSG00000090581
ENSECAG00000011391	ENSG00000187605
ENSECAG00000011392	ENSG00000102245
ENSECAG00000011393	ENSG00000165113
ENSECAG00000011396	ENSG00000124191
ENSECAG00000011397	ENSG00000206069
ENSECAG00000011399	ENSG00000221944
ENSECAG00000011401	ENSG00000174898
ENSECAG00000011402	ENSG00000145734
ENSECAG00000011403	ENSG00000072210
ENSECAG00000011404	ENSG00000173432
ENSECAG00000011404	ENSG00000173432
ENSECAG00000011404	ENSG00000173432
ENSECAG00000011404	ENSG00000173432
ENSECAG00000011405	ENSG00000197299
ENSECAG00000011406	ENSG00000113532
ENSECAG00000011407	ENSG00000140022
ENSECAG00000011408	ENSG00000198720
ENSECAG00000011409	ENSG00000104980
ENSECAG00000011411	ENSG00000166889
ENSECAG00000011412	ENSG00000162430
ENSECAG00000011413	ENSG00000164483
ENSECAG00000011414	ENSG00000173406
ENSECAG00000011415	ENSG00000197408
ENSECAG00000011417	ENSG00000108759
ENSECAG00000011418	ENSG00000214128
ENSECAG00000011419	ENSG00000162129
ENSECAG00000011421	ENSG00000110536
ENSECAG00000011422	ENSG00000100612
ENSECAG00000011423	ENSG00000108786
ENSECAG00000011424	ENSG00000166140
ENSECAG00000011425	ENSG00000136929
ENSECAG00000011426	ENSG00000125815
ENSECAG00000011427	ENSG00000144481
ENSECAG00000011429	ENSG00000103460
ENSECAG00000011430	ENSG00000036549
ENSECAG00000011431	ENSG00000186442
ENSECAG00000011432	ENSG00000139508
ENSECAG00000011433	ENSG00000168769
ENSECAG00000011434	ENSG00000081791
ENSECAG00000011435	ENSG00000153944
ENSECAG00000011436	ENSG00000111837
ENSECAG00000011437	ENSG00000175262
ENSECAG00000011438	ENSG00000114446
ENSECAG00000011439	ENSG00000108771
ENSECAG00000011440	ENSG00000133454
ENSECAG00000011443	ENSG00000128266
ENSECAG00000011444	ENSG00000100296
ENSECAG00000011445	ENSG00000176476
ENSECAG00000011446	ENSG00000242715
ENSECAG00000011448	ENSG00000138468
ENSECAG00000011449	ENSG00000185046
ENSECAG00000011449	ENSG00000185046
ENSECAG00000011450	ENSG00000196704
ENSECAG00000011451	ENSG00000197157
ENSECAG00000011452	ENSG00000275798
ENSECAG00000011453	ENSG00000125633
ENSECAG00000011453	ENSG00000125633
ENSECAG00000011454	ENSG00000056558
ENSECAG00000011455	ENSG00000102174
ENSECAG00000011456	ENSG00000163466
ENSECAG00000011457	ENSG00000156261
ENSECAG00000011458	ENSG00000161281
ENSECAG00000011459	ENSG00000173376
ENSECAG00000011460	ENSG00000170037
ENSECAG00000011461	ENSG00000170632
ENSECAG00000011462	ENSG00000196935
ENSECAG00000011463	ENSG00000184305
ENSECAG00000011464	ENSG00000115525
ENSECAG00000011465	ENSG00000135070
ENSECAG00000011466	ENSG00000213614
ENSECAG00000011467	ENSG00000162551
ENSECAG00000011469	ENSG00000177042
ENSECAG00000011471	ENSG00000167601
ENSECAG00000011471	ENSG00000167601
ENSECAG00000011472	ENSG00000123178
ENSECAG00000011476	ENSG00000174448
ENSECAG00000011478	ENSG00000123213
ENSECAG00000011479	ENSG00000189129
ENSECAG00000011483	ENSG00000116151
ENSECAG00000011484	ENSG00000177106
ENSECAG00000011486	ENSG00000162772
ENSECAG00000011487	ENSG00000109103
ENSECAG00000011488	ENSG00000081041
ENSECAG00000011491	ENSG00000176853
ENSECAG00000011492	ENSG00000144354
ENSECAG00000011493	ENSG00000157343
ENSECAG00000011494	ENSG00000103260
ENSECAG00000011496	ENSG00000144802
ENSECAG00000011497	ENSG00000141644
ENSECAG00000011498	ENSG00000106483
ENSECAG00000011499	ENSG00000170325
ENSECAG00000011499	ENSG00000170325
ENSECAG00000011500	ENSG00000107164
ENSECAG00000011501	ENSG00000149054
ENSECAG00000011502	ENSG00000188729
ENSECAG00000011503	ENSG00000126088
ENSECAG00000011504	ENSG00000126460
ENSECAG00000011505	ENSG00000177200
ENSECAG00000011506	ENSG00000137561
ENSECAG00000011508	ENSG00000164548
ENSECAG00000011509	ENSG00000100567
ENSECAG00000011510	ENSG00000079482
ENSECAG00000011511	ENSG00000082175
ENSECAG00000011512	ENSG00000197050
ENSECAG00000026846	ENSG00000185883
ENSECAG00000026941	ENSG00000206053
ENSECAG00000011514	ENSG00000170364
ENSECAG00000011515	ENSG00000144644
ENSECAG00000011516	ENSG00000138738
ENSECAG00000011517	ENSG00000151746
ENSECAG00000011518	ENSG00000119396
ENSECAG00000011519	ENSG00000143028
ENSECAG00000011520	ENSG00000103546
ENSECAG00000011521	ENSG00000234776
ENSECAG00000011522	ENSG00000094880
ENSECAG00000011523	ENSG00000281306
ENSECAG00000011524	ENSG00000112186
ENSECAG00000011526	ENSG00000124786
ENSECAG00000011527	ENSG00000127995
ENSECAG00000011528	ENST00000355100
ENSECAG00000011529	ENSG00000188037
ENSECAG00000011530	ENSG00000155363
ENSECAG00000011531	ENSG00000121680
ENSECAG00000011533	ENSG00000211802
ENSECAG00000011534	ENSG00000000971
ENSECAG00000011534	ENSG00000000971
ENSECAG00000011535	ENSG00000104756
ENSECAG00000011536	ENSG00000100823
ENSECAG00000011537	ENSG00000179933
ENSECAG00000011538	ENSG00000279906
ENSECAG00000011539	ENSG00000110721
ENSECAG00000011540	ENSG00000260286
ENSECAG00000011541	ENSG00000167815
ENSECAG00000011543	ENSG00000282130
ENSECAG00000011544	ENSG00000100823
ENSECAG00000011545	ENSG00000163162
ENSECAG00000011546	ENSG00000147488
ENSECAG00000011547	ENSG00000215472
ENSECAG00000011549	ENSG00000160908
ENSECAG00000011550	ENSG00000167193
ENSECAG00000011551	ENSG00000124743
ENSECAG00000011552	ENSG00000164978
ENSECAG00000011553	ENSG00000111913
ENSECAG00000011553	ENSG00000111913
ENSECAG00000011554	ENSG00000128567
ENSECAG00000011555	ENSG00000051596
ENSECAG00000011557	ENSG00000163359
ENSECAG00000011558	ENSG00000139405
ENSECAG00000011559	ENSG00000072422
ENSECAG00000011560	ENSG00000148834
ENSECAG00000011561	ENSG00000158104
ENSECAG00000011562	ENSG00000163104
ENSECAG00000011563	ENSG00000151233
ENSECAG00000011564	ENSG00000075711
ENSECAG00000011565	ENSG00000144591
ENSECAG00000011566	ENSG00000164972
ENSECAG00000011567	ENSG00000087206
ENSECAG00000011568	ENSG00000076604
ENSECAG00000011569	ENSG00000132680
ENSECAG00000011570	ENSG00000221866
ENSECAG00000011570	ENSG00000221866
ENSECAG00000011570	ENSG00000221866
ENSECAG00000011573	ENSG00000115423
ENSECAG00000011574	ENSG00000069998
ENSECAG00000011575	ENSG00000186479
ENSECAG00000011576	ENSG00000166793
ENSECAG00000011577	ENSG00000168582
ENSECAG00000011578	ENSG00000156885
ENSECAG00000011579	ENSG00000275338
ENSECAG00000011581	ENSG00000206384
ENSECAG00000011582	ENSG00000080845
ENSECAG00000011582	ENSG00000080845
ENSECAG00000011582	ENSG00000080845
ENSECAG00000011582	ENSG00000080845
ENSECAG00000011583	ENSG00000186847
ENSECAG00000011584	ENSG00000108242
ENSECAG00000011585	ENSG00000023902
ENSECAG00000011588	ENSG00000188674
ENSECAG00000011589	ENSG00000146282
ENSECAG00000011590	ENSG00000183386
ENSECAG00000011591	ENSG00000198198
ENSECAG00000011592	ENSG00000150540
ENSECAG00000011593	ENSG00000068305
ENSECAG00000011593	ENSG00000068305
ENSECAG00000011593	ENSG00000068305
ENSECAG00000011594	ENSG00000171385
ENSECAG00000011597	ENSG00000172409
ENSECAG00000011599	ENSG00000158545
ENSECAG00000011599	ENSG00000158545
ENSECAG00000011600	ENSG00000276799
ENSECAG00000011601	ENSG00000164574
ENSECAG00000011602	ENSG00000211598
ENSECAG00000011603	ENSG00000167552
ENSECAG00000011604	ENSG00000131480
ENSECAG00000011605	ENSG00000101019
ENSECAG00000011606	ENSG00000167664
ENSECAG00000011607	ENSG00000100249
ENSECAG00000011608	ENSG00000169696
ENSECAG00000011609	ENSG00000157150
ENSECAG00000011611	ENSG00000281709
ENSECAG00000011612	ENSG00000167978
ENSECAG00000011613	ENSG00000160991
ENSECAG00000011614	ENSG00000088298
ENSECAG00000011615	ENSG00000174473
ENSECAG00000011616	ENSG00000132259
ENSECAG00000011617	ENSG00000008283
ENSECAG00000011618	ENSG00000078401
ENSECAG00000011619	ENSG00000198718
ENSECAG00000011620	ENSG00000184845
ENSECAG00000011621	ENSG00000135372
ENSECAG00000011622	ENSG00000122085
ENSECAG00000011623	ENSG00000086827
ENSECAG00000011624	ENSG00000197816
ENSECAG00000011624	ENSG00000197816
ENSECAG00000011626	ENSG00000170989
ENSECAG00000011627	ENSG00000164303
ENSECAG00000011628	ENSG00000120094
ENSECAG00000011629	ENSG00000127074
ENSECAG00000011630	ENSG00000112029
ENSECAG00000011631	ENSG00000133216
ENSECAG00000011632	ENSG00000148158
ENSECAG00000011633	ENSG00000058799
ENSECAG00000011634	ENSG00000168936
ENSECAG00000011635	ENSG00000127603
ENSECAG00000011636	ENSG00000211598
ENSECAG00000011637	ENSG00000105281
ENSECAG00000011638	ENSG00000110047
ENSECAG00000011638	ENSG00000110047
ENSECAG00000011639	ENSG00000171824
ENSECAG00000011640	ENSG00000170684
ENSECAG00000011641	ENSG00000166676
ENSECAG00000011642	ENSG00000164197
ENSECAG00000011643	ENSG00000167748
ENSECAG00000011645	ENSG00000132518
ENSECAG00000011647	ENSG00000089639
ENSECAG00000011648	ENSG00000156599
ENSECAG00000011649	ENSG00000133124
ENSECAG00000011650	ENSG00000106605
ENSECAG00000011651	ENSG00000003147
ENSECAG00000011652	ENSG00000100836
ENSECAG00000011653	ENSG00000170214
ENSECAG00000011654	ENSG00000112599
ENSECAG00000011655	ENSG00000078674
ENSECAG00000011656	ENSG00000117543
ENSECAG00000011657	ENSG00000049860
ENSECAG00000011658	ENSG00000082269
ENSECAG00000011658	ENSG00000082269
ENSECAG00000011659	ENSG00000122778
ENSECAG00000011660	ENSG00000158481
ENSECAG00000011660	ENSG00000158481
ENSECAG00000011661	ENSG00000109685
ENSECAG00000011662	ENSG00000135823
ENSECAG00000011663	ENSG00000171246
ENSECAG00000011664	ENSG00000005249
ENSECAG00000011666	ENSG00000136866
ENSECAG00000011667	ENSG00000100266
ENSECAG00000011668	ENSG00000115194
ENSECAG00000011669	ENSG00000120332
ENSECAG00000011670	ENSG00000167526
ENSECAG00000011671	ENSG00000105329
ENSECAG00000011672	ENSG00000165548
ENSECAG00000011673	ENSG00000206503
ENSECAG00000011674	ENSG00000163218
ENSECAG00000011675	ENSG00000187616
ENSECAG00000011676	ENSG00000130517
ENSECAG00000011678	ENSG00000140262
ENSECAG00000011678	ENSG00000140262
ENSECAG00000011679	ENSG00000177156
ENSECAG00000011680	ENSG00000109680
ENSECAG00000011681	ENSG00000168653
ENSECAG00000011682	ENSG00000139220
ENSECAG00000011682	ENSG00000139220
ENSECAG00000011683	ENSG00000187778
ENSECAG00000011684	ENSG00000117834
ENSECAG00000011686	ENSG00000135503
ENSECAG00000011687	ENSG00000184182
ENSECAG00000011688	ENSG00000100106
ENSECAG00000011688	ENSG00000100106
ENSECAG00000011689	ENSG00000163950
ENSECAG00000011690	ENSG00000143156
ENSECAG00000011691	ENSG00000139055
ENSECAG00000011692	ENSG00000214929
ENSECAG00000011693	ENSG00000130312
ENSECAG00000011694	ENSG00000183579
ENSECAG00000011695	ENSG00000139546
ENSECAG00000011696	ENSG00000005810
ENSECAG00000011696	ENSG00000005810
ENSECAG00000011697	ENSG00000057704
ENSECAG00000011699	ENSG00000173662
ENSECAG00000011700	ENSG00000149782
ENSECAG00000011702	ENSG00000177225
ENSECAG00000011702	ENSG00000177225
ENSECAG00000011703	ENSG00000060140
ENSECAG00000011704	ENSG00000185215
ENSECAG00000011705	ENSG00000176533
ENSECAG00000011706	ENSG00000174839
ENSECAG00000011707	ENSG00000154102
ENSECAG00000011708	ENSG00000141441
ENSECAG00000011711	ENSG00000100647
ENSECAG00000011712	ENSG00000082213
ENSECAG00000011713	ENSG00000146576
ENSECAG00000011714	ENST00000616186
ENSECAG00000011714	ENSG00000282204
ENSECAG00000011714	ENST00000616186
ENSECAG00000011715	ENSG00000152558
ENSECAG00000011716	ENSG00000167114
ENSECAG00000011717	ENSG00000130560
ENSECAG00000011718	ENSG00000275395
ENSECAG00000011719	ENSG00000138722
ENSECAG00000011719	ENSG00000138722
ENSECAG00000011720	ENSG00000170439
ENSECAG00000011721	ENSG00000008083
ENSECAG00000011722	ENSG00000131143
ENSECAG00000011723	ENSG00000186310
ENSECAG00000011724	ENSG00000143199
ENSECAG00000011725	ENSG00000149050
ENSECAG00000011726	ENSG00000055332
ENSECAG00000011727	ENSG00000258818
ENSECAG00000011728	ENSG00000100504
ENSECAG00000011729	ENSG00000144057
ENSECAG00000011730	ENSG00000120500
ENSECAG00000011731	ENSG00000143452
ENSECAG00000011732	ENSG00000204237
ENSECAG00000011733	ENSG00000169413
ENSECAG00000011734	ENSG00000111199
ENSECAG00000011735	ENSG00000135424
ENSECAG00000011737	ENSG00000282966
ENSECAG00000011738	ENSG00000239857
ENSECAG00000011739	ENSG00000137674
ENSECAG00000011742	ENSG00000130311
ENSECAG00000011743	ENSG00000087111
ENSECAG00000011744	ENSG00000164764
ENSECAG00000011745	ENSG00000269437
ENSECAG00000011746	ENSG00000173846
ENSECAG00000011747	ENSG00000282873
ENSECAG00000011748	ENSG00000158077
ENSECAG00000011749	ENSG00000120149
ENSECAG00000011750	ENSG00000145491
ENSECAG00000011751	ENSG00000112659
ENSECAG00000011752	ENSG00000126775
ENSECAG00000011753	ENSG00000187231
ENSECAG00000011754	ENSG00000153574
ENSECAG00000011755	ENSG00000203972
ENSECAG00000011756	ENSG00000072803
ENSECAG00000011758	ENSG00000117118
ENSECAG00000011759	ENSG00000183379
ENSECAG00000011760	ENSG00000182732
ENSECAG00000011761	ENSG00000124177
ENSECAG00000011762	ENSG00000165810
ENSECAG00000011763	ENSG00000100591
ENSECAG00000011764	ENSG00000110344
ENSECAG00000011765	ENSG00000108561
ENSECAG00000011766	ENSG00000160973
ENSECAG00000011767	ENSG00000129347
ENSECAG00000011767	ENSG00000129347
ENSECAG00000011768	ENSG00000082153
ENSECAG00000011769	ENSG00000065268
ENSECAG00000011770	ENSG00000164674
ENSECAG00000011771	ENSG00000277656
ENSECAG00000011773	ENSG00000109133
ENSECAG00000011774	ENSG00000154856
ENSECAG00000011776	ENSG00000157601
ENSECAG00000011777	ENSG00000122643
ENSECAG00000011778	ENSG00000110696
ENSECAG00000011779	ENSG00000116017
ENSECAG00000011780	ENSG00000211653
ENSECAG00000011780	ENSG00000211653
ENSECAG00000011781	ENSG00000170209
ENSECAG00000011782	ENSG00000213741
ENSECAG00000011783	ENSG00000121892
ENSECAG00000011784	ENSG00000196139
ENSECAG00000011785	ENSG00000115687
ENSECAG00000011786	ENSG00000113593
ENSECAG00000011787	ENSG00000164816
ENSECAG00000011788	ENSG00000093009
ENSECAG00000011789	ENSG00000129197
ENSECAG00000011790	ENSG00000078098
ENSECAG00000011792	ENSG00000070182
ENSECAG00000011793	ENSG00000168702
ENSECAG00000011794	ENSG00000197261
ENSECAG00000011795	ENSG00000128694
ENSECAG00000011796	ENSG00000100629
ENSECAG00000011797	ENSG00000112096
ENSECAG00000011798	ENSG00000188157
ENSECAG00000011801	ENSG00000189283
ENSECAG00000011804	ENSG00000124508
ENSECAG00000011805	ENSG00000071626
ENSECAG00000011806	ENSG00000069424
ENSECAG00000011806	ENSG00000069424
ENSECAG00000011807	ENSG00000132155
ENSECAG00000011808	ENSG00000177542
ENSECAG00000011811	ENST00000417143
ENSECAG00000011813	ENSG00000149646
ENSECAG00000011814	ENSG00000226404
ENSECAG00000011815	ENSG00000148053
ENSECAG00000011815	ENSG00000148053
ENSECAG00000011816	ENSG00000181458
ENSECAG00000011817	ENSG00000279906
ENSECAG00000011818	ENSG00000103507
ENSECAG00000011819	ENSG00000135317
ENSECAG00000011819	ENSG00000135317
ENSECAG00000011820	ENSG00000197976
ENSECAG00000011821	ENSG00000171940
ENSECAG00000011822	ENSG00000172296
ENSECAG00000011823	ENSG00000213390
ENSECAG00000011824	ENSG00000079931
ENSECAG00000011825	ENSG00000133115
ENSECAG00000011826	ENSG00000130770
ENSECAG00000011827	ENSG00000064932
ENSECAG00000011828	ENSG00000133131
ENSECAG00000011829	ENSG00000153823
ENSECAG00000011830	ENSG00000141076
ENSECAG00000011831	ENSG00000164066
ENSECAG00000011833	ENSG00000110195
ENSECAG00000011834	ENSG00000035862
ENSECAG00000011835	ENSG00000143106
ENSECAG00000011836	ENSG00000018699
ENSECAG00000011837	ENSG00000142669
ENSECAG00000011838	ENSG00000148408
ENSECAG00000011838	ENSG00000148408
ENSECAG00000011841	ENSG00000174132
ENSECAG00000011842	ENSG00000110786
ENSECAG00000011843	ENSG00000113068
ENSECAG00000011845	ENSG00000156234
ENSECAG00000011846	ENSG00000115310
ENSECAG00000011847	ENSG00000277377
ENSECAG00000011848	ENSG00000166689
ENSECAG00000011851	ENSG00000080561
ENSECAG00000011852	ENSG00000159423
ENSECAG00000011853	ENSG00000115361
ENSECAG00000011854	ENSG00000243649
ENSECAG00000011855	ENSG00000148399
ENSECAG00000011856	ENSG00000204991
ENSECAG00000011857	ENSG00000279906
ENSECAG00000011858	ENSG00000244687
ENSECAG00000011858	ENSG00000244687
ENSECAG00000011859	ENSG00000123561
ENSECAG00000011860	ENSG00000173991
ENSECAG00000011861	ENSG00000163689
ENSECAG00000011862	ENSG00000137720
ENSECAG00000011864	ENSG00000123329
ENSECAG00000011865	ENSG00000137770
ENSECAG00000011866	ENSG00000170486
ENSECAG00000026828	ENSG00000215131
ENSECAG00000011869	ENSG00000105255
ENSECAG00000011870	ENSG00000170473
ENSECAG00000011871	ENSG00000187957
ENSECAG00000011873	ENSG00000100284
ENSECAG00000011874	ENSG00000162458
ENSECAG00000011876	ENSG00000196357
ENSECAG00000011877	ENSG00000196748
ENSECAG00000011878	ENSG00000143476
ENSECAG00000011879	ENSG00000279906
ENSECAG00000011880	ENSG00000184108
ENSECAG00000011881	ENSG00000182400
ENSECAG00000011882	ENSG00000172009
ENSECAG00000011882	ENSG00000172009
ENSECAG00000011883	ENSG00000204140
ENSECAG00000011884	ENSG00000159527
ENSECAG00000011885	ENSG00000105289
ENSECAG00000011887	ENSG00000197859
ENSECAG00000011889	ENSG00000132952
ENSECAG00000011890	ENSG00000186517
ENSECAG00000011891	ENSG00000074527
ENSECAG00000011892	ENSG00000018869
ENSECAG00000011893	ENSG00000152910
ENSECAG00000011893	ENSG00000152910
ENSECAG00000011894	ENSG00000147601
ENSECAG00000011895	ENSG00000274914
ENSECAG00000011896	ENSG00000145743
ENSECAG00000011897	ENSG00000054938
ENSECAG00000011898	ENSG00000152582
ENSECAG00000011898	ENSG00000152582
ENSECAG00000011899	ENSG00000100941
ENSECAG00000011900	ENSG00000185760
ENSECAG00000011900	ENSG00000185760
ENSECAG00000011901	ENSG00000156687
ENSECAG00000011902	ENSG00000166128
ENSECAG00000011903	ENSG00000169393
ENSECAG00000011904	ENSG00000128789
ENSECAG00000011905	ENSG00000251322
ENSECAG00000011907	ENSG00000188493
ENSECAG00000011908	ENSG00000205126
ENSECAG00000011911	ENSG00000108861
ENSECAG00000011912	ENSG00000100228
ENSECAG00000011913	ENSG00000185982
ENSECAG00000011914	ENSG00000129675
ENSECAG00000011916	ENSG00000132623
ENSECAG00000011917	ENSG00000107099
ENSECAG00000011918	ENSG00000008513
ENSECAG00000011919	ENSG00000171462
ENSECAG00000011920	ENSG00000119523
ENSECAG00000011921	ENSG00000177303
ENSECAG00000011922	ENSG00000135926
ENSECAG00000011923	ENSG00000166454
ENSECAG00000011924	ENSG00000147419
ENSECAG00000011925	ENSG00000283187
ENSECAG00000011927	ENSG00000125788
ENSECAG00000011928	ENSG00000171488
ENSECAG00000011929	ENSG00000119508
ENSECAG00000011930	ENSG00000129538
ENSECAG00000011931	ENSG00000138413
ENSECAG00000011932	ENSG00000168306
ENSECAG00000011932	ENSG00000168306
ENSECAG00000011933	ENSG00000135829
ENSECAG00000011934	ENSG00000133067
ENSECAG00000011935	ENSG00000108854
ENSECAG00000011936	ENSG00000211797
ENSECAG00000011938	ENSG00000145050
ENSECAG00000011939	ENSG00000106665
ENSECAG00000011939	ENSG00000106665
ENSECAG00000011940	ENSG00000115598
ENSECAG00000011941	ENSG00000177994
ENSECAG00000011942	ENSG00000170266
ENSECAG00000011944	ENSG00000125835
ENSECAG00000011946	ENSG00000149554
ENSECAG00000011947	ENSG00000111725
ENSECAG00000011948	ENSG00000165197
ENSECAG00000011949	ENSG00000139292
ENSECAG00000011951	ENSG00000132963
ENSECAG00000011952	ENSG00000182307
ENSECAG00000011953	ENSG00000106609
ENSECAG00000011954	ENSG00000144848
ENSECAG00000011955	ENSG00000185988
ENSECAG00000011957	ENSG00000211797
ENSECAG00000011958	ENSG00000155275
ENSECAG00000011959	ENSG00000145198
ENSECAG00000011960	ENSG00000100418
ENSECAG00000011961	ENSG00000186335
ENSECAG00000011962	ENSG00000163624
ENSECAG00000011963	ENSG00000095110
ENSECAG00000011964	ENSG00000104998
ENSECAG00000011964	ENSG00000104998
ENSECAG00000011965	ENSG00000173391
ENSECAG00000011967	ENSG00000158435
ENSECAG00000011968	ENSG00000065357
ENSECAG00000011969	ENSG00000072364
ENSECAG00000011970	ENSG00000005379
ENSECAG00000011970	ENSG00000005379
ENSECAG00000011970	ENSG00000005379
ENSECAG00000011971	ENSG00000182050
ENSECAG00000011972	ENSG00000159459
ENSECAG00000011972	ENSG00000159459
ENSECAG00000011972	ENSG00000159459
